NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
EARLY ENDOSOME MEMBRANE	EARLY ENDOSOME MEMBRANE		71	-0.22418086	-0.92294776	0.5879917	0.74495417	1	487	"tags=17%, list=10%, signal=18%"
MITOTIC SPINDLE ORGANIZATION	MITOTIC SPINDLE ORGANIZATION		15	-0.28583577	-0.9226046	0.59099805	0.7438577	1	2051	"tags=53%, list=40%, signal=89%"
ESTABLISHMENT OF CELL POLARITY	ESTABLISHMENT OF CELL POLARITY		18	-0.30044022	-0.9206062	0.55306125	0.7458139	1	1438	"tags=39%, list=28%, signal=54%"
LACTATION	LACTATION		20	-0.29196808	-0.92002493	0.56435645	0.7452003	1	580	"tags=20%, list=11%, signal=22%"
POSITIVE REGULATION OF TRANSLATION	POSITIVE REGULATION OF TRANSLATION		48	-0.3079011	-0.91762924	0.56312627	0.7479774	1	1880	"tags=48%, list=37%, signal=75%"
PHOSPHATIDYLINOSITOL PHOSPHORYLATION	PHOSPHATIDYLINOSITOL PHOSPHORYLATION		16	-0.30615595	-0.9162168	0.59411764	0.7488653	1	2186	"tags=44%, list=43%, signal=77%"
INTERCELLULAR BRIDGE	INTERCELLULAR BRIDGE		26	-0.2875172	-0.9125372	0.5808967	0.75383544	1	1731	"tags=54%, list=34%, signal=81%"
MANGANESE ION BINDING	MANGANESE ION BINDING		22	-0.2654594	-0.90930927	0.6099426	0.75800896	1	818	"tags=27%, list=16%, signal=32%"
VOLTAGE-GATED ION CHANNEL ACTIVITY	VOLTAGE-GATED ION CHANNEL ACTIVITY		21	-0.32433048	-0.9064248	0.5490982	0.7616599	1	192	"tags=14%, list=4%, signal=15%"
POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE	POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE		17	-0.37710643	-0.90559226	0.59591836	0.76148427	1	2453	"tags=76%, list=48%, signal=147%"
EARLY ENDOSOME	EARLY ENDOSOME		134	-0.21823701	-0.9045353	0.60465115	0.76178616	1	1220	"tags=29%, list=24%, signal=37%"
POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION	POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION		44	-0.24547322	-0.9009552	0.60721445	0.76652664	1	1232	"tags=32%, list=24%, signal=42%"
POSITIVE REGULATION OF FILOPODIUM ASSEMBLY	POSITIVE REGULATION OF FILOPODIUM ASSEMBLY		23	-0.26658568	-0.8894612	0.61133605	0.7859654	1	2526	"tags=65%, list=50%, signal=129%"
RIBOSOME	RIBOSOME		101	-0.27875245	-0.8855955	0.5594542	0.79113287	1	2478	"tags=58%, list=49%, signal=112%"
METABOLIC PROCESS	METABOLIC PROCESS		59	-0.2298158	-0.88366	0.6571429	0.79287535	1	1081	"tags=32%, list=21%, signal=40%"
POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION	POSITIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION		19	-0.2630735	-0.88214874	0.64650285	0.79370695	1	1064	"tags=26%, list=21%, signal=33%"
"DNA-BINDING TRANSCRIPTION REPRESSOR ACTIVITY, RNA POLYMERASE II-SPECIFIC"	"DNA-BINDING TRANSCRIPTION REPRESSOR ACTIVITY, RNA POLYMERASE II-SPECIFIC"		44	-0.26266387	-0.8820296	0.625	0.7921813	1	1096	"tags=32%, list=22%, signal=40%"
NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS	NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS		27	-0.27446842	-0.87791723	0.6424242	0.79792875	1	1373	"tags=48%, list=27%, signal=66%"
CLATHRIN-COATED PIT	CLATHRIN-COATED PIT		36	-0.25041643	-0.87616366	0.64326376	0.79951084	1	71	"tags=8%, list=1%, signal=8%"
POSITIVE REGULATION OF PROTEIN KINASE B SIGNALING	POSITIVE REGULATION OF PROTEIN KINASE B SIGNALING		34	-0.2524048	-0.8758831	0.6574803	0.79831654	1	833	"tags=24%, list=16%, signal=28%"
PHOSPHORIC DIESTER HYDROLASE ACTIVITY	PHOSPHORIC DIESTER HYDROLASE ACTIVITY		20	-0.30107954	-0.8747564	0.6496063	0.7984406	1	1890	"tags=50%, list=37%, signal=79%"
CELLULAR RESPONSE TO HYPOXIA	CELLULAR RESPONSE TO HYPOXIA		40	-0.23103385	-0.8705762	0.66796875	0.8044029	1	1829	"tags=43%, list=36%, signal=66%"
BEHAVIORAL FEAR RESPONSE	BEHAVIORAL FEAR RESPONSE		18	-0.27924567	-0.87042135	0.6464844	0.8028716	1	1404	"tags=44%, list=28%, signal=61%"
NURD COMPLEX	NURD COMPLEX		15	-0.37464565	-0.8703916	0.60493827	0.8011554	1	2790	"tags=80%, list=55%, signal=177%"
RESPONSE TO UV	RESPONSE TO UV		19	-0.28367007	-0.8698883	0.64705884	0.8002495	1	1289	"tags=37%, list=25%, signal=49%"
PROTEIN KINASE C BINDING	PROTEIN KINASE C BINDING		27	-0.23723072	-0.86963576	0.6784314	0.7989093	1	691	"tags=19%, list=14%, signal=21%"
PROTEIN FOLDING CHAPERONE	PROTEIN FOLDING CHAPERONE		16	-0.2702545	-0.86859465	0.630303	0.79902005	1	2724	"tags=63%, list=54%, signal=134%"
UBIQUITIN LIGASE COMPLEX	UBIQUITIN LIGASE COMPLEX		40	-0.24592763	-0.8677873	0.6923077	0.7986926	1	1266	"tags=25%, list=25%, signal=33%"
SMALL RIBOSOMAL SUBUNIT	SMALL RIBOSOMAL SUBUNIT		17	-0.36426008	-0.86695665	0.6213592	0.79852444	1	1509	"tags=41%, list=30%, signal=58%"
STRUCTURAL CONSTITUENT OF RIBOSOME	STRUCTURAL CONSTITUENT OF RIBOSOME		87	-0.285115	-0.8651079	0.5949612	0.80008256	1	2478	"tags=59%, list=49%, signal=112%"
CARBOXYLIC ESTER HYDROLASE ACTIVITY	CARBOXYLIC ESTER HYDROLASE ACTIVITY		15	-0.33001032	-0.8648155	0.6041667	0.79883194	1	704	"tags=27%, list=14%, signal=31%"
REGULATION OF RNA SPLICING	REGULATION OF RNA SPLICING		20	-0.30421984	-0.8644243	0.60330576	0.7977541	1	6	"tags=5%, list=0%, signal=5%"
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY	NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY		21	-0.27946398	-0.8640636	0.66056913	0.7966916	1	522	"tags=14%, list=10%, signal=16%"
"RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ENDOPLASMIC RETICULUM"	"RETROGRADE VESICLE-MEDIATED TRANSPORT, GOLGI TO ENDOPLASMIC RETICULUM"		21	-0.3353474	-0.8564691	0.64128256	0.8089421	1	1975	"tags=52%, list=39%, signal=85%"
SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION	SIGNAL TRANSDUCTION BY PROTEIN PHOSPHORYLATION		25	-0.30397573	-0.8552327	0.6469388	0.8094143	1	1317	"tags=36%, list=26%, signal=48%"
NEURON PROJECTION MORPHOGENESIS	NEURON PROJECTION MORPHOGENESIS		38	-0.2183106	-0.8540082	0.7663366	0.81007075	1	1404	"tags=34%, list=28%, signal=47%"
CYTOPLASMIC TRANSLATION	CYTOPLASMIC TRANSLATION		33	-0.28112036	-0.85319227	0.5854127	0.80987453	1	2478	"tags=64%, list=49%, signal=123%"
HEMOPOIESIS	HEMOPOIESIS		21	-0.23703746	-0.8523704	0.7281947	0.80956894	1	1156	"tags=33%, list=23%, signal=43%"
PROTEIN FOLDING	PROTEIN FOLDING		67	-0.20583087	-0.85041744	0.6806883	0.81145406	1	1863	"tags=37%, list=37%, signal=58%"
LIGASE ACTIVITY	LIGASE ACTIVITY		61	-0.24530466	-0.84919256	0.6327801	0.81191033	1	1564	"tags=31%, list=31%, signal=44%"
PROTEIN POLYUBIQUITINATION	PROTEIN POLYUBIQUITINATION		45	-0.24931984	-0.8490198	0.6673428	0.81057584	1	1443	"tags=40%, list=28%, signal=55%"
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY	TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY		24	-0.2668172	-0.84881926	0.71399593	0.8091787	1	522	"tags=17%, list=10%, signal=18%"
POLYSOMAL RIBOSOME	POLYSOMAL RIBOSOME		27	-0.31131658	-0.84719706	0.6240458	0.81036586	1	2478	"tags=67%, list=49%, signal=129%"
SH3 DOMAIN BINDING	SH3 DOMAIN BINDING		60	-0.23339479	-0.84641576	0.67959183	0.8100052	1	1952	"tags=53%, list=38%, signal=86%"
ATPASE ACTIVATOR ACTIVITY	ATPASE ACTIVATOR ACTIVITY		19	-0.28425398	-0.8459438	0.63917524	0.8091342	1	1143	"tags=42%, list=23%, signal=54%"
CELL DIVISION	CELL DIVISION		120	-0.22415034	-0.84256285	0.6863544	0.81346244	1	2454	"tags=52%, list=48%, signal=99%"
CHROMOSOME SEGREGATION	CHROMOSOME SEGREGATION		29	-0.29045904	-0.84152025	0.6788618	0.81344765	1	2229	"tags=48%, list=44%, signal=86%"
NEGATIVE REGULATION OF CELL MIGRATION	NEGATIVE REGULATION OF CELL MIGRATION		45	-0.22808807	-0.8410778	0.75961536	0.8124668	1	1336	"tags=36%, list=26%, signal=48%"
REGULATION OF ION TRANSMEMBRANE TRANSPORT	REGULATION OF ION TRANSMEMBRANE TRANSPORT		24	-0.28725988	-0.83979404	0.6400778	0.8127861	1	192	"tags=13%, list=4%, signal=13%"
RAS PROTEIN SIGNAL TRANSDUCTION	RAS PROTEIN SIGNAL TRANSDUCTION		17	-0.26929662	-0.8393283	0.7088847	0.8118581	1	1388	"tags=41%, list=27%, signal=56%"
PROTEASOME-MEDIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	PROTEASOME-MEDIATED UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS		86	-0.24024603	-0.83867055	0.65773195	0.8112713	1	2046	"tags=47%, list=40%, signal=77%"
MITOCHONDRIAL MATRIX	MITOCHONDRIAL MATRIX		72	-0.23447315	-0.83752805	0.64693445	0.8115647	1	1248	"tags=25%, list=25%, signal=33%"
POSITIVE REGULATION OF PROTEIN UBIQUITINATION	POSITIVE REGULATION OF PROTEIN UBIQUITINATION		26	-0.2614042	-0.83714384	0.7311609	0.81055593	1	2542	"tags=65%, list=50%, signal=130%"
T CELL RECEPTOR SIGNALING PATHWAY	T CELL RECEPTOR SIGNALING PATHWAY		22	-0.28545097	-0.8369395	0.6673077	0.8092392	1	1438	"tags=41%, list=28%, signal=57%"
PROTEIN LOCALIZATION TO PLASMA MEMBRANE	PROTEIN LOCALIZATION TO PLASMA MEMBRANE		69	-0.22846675	-0.83371997	0.6713147	0.8132383	1	1687	"tags=42%, list=33%, signal=62%"
MRNA 5'-UTR BINDING	MRNA 5'-UTR BINDING		21	-0.3355842	-0.8305082	0.6441718	0.8169555	1	2239	"tags=52%, list=44%, signal=93%"
MEMBRANE FUSION	MEMBRANE FUSION		21	-0.28858152	-0.82982194	0.66994107	0.8164483	1	2440	"tags=62%, list=48%, signal=119%"
REGULATION OF CATALYTIC ACTIVITY	REGULATION OF CATALYTIC ACTIVITY		35	-0.25371313	-0.8295597	0.67729086	0.81521684	1	1416	"tags=46%, list=28%, signal=63%"
RESPONSE TO AMINO ACID	RESPONSE TO AMINO ACID		18	-0.29012078	-0.8292888	0.65531063	0.8139601	1	1645	"tags=44%, list=32%, signal=65%"
CELLULAR PROTEIN LOCALIZATION	CELLULAR PROTEIN LOCALIZATION		29	-0.25192162	-0.82924855	0.7105263	0.81235075	1	1070	"tags=31%, list=21%, signal=39%"
RESPONSE TO UNFOLDED PROTEIN	RESPONSE TO UNFOLDED PROTEIN		18	-0.26590112	-0.82643616	0.705653	0.8154565	1	2724	"tags=61%, list=54%, signal=131%"
PHOSPHATIDYLSERINE BINDING	PHOSPHATIDYLSERINE BINDING		20	-0.26020917	-0.8230501	0.7137177	0.8193855	1	564	"tags=20%, list=11%, signal=22%"
CIRCADIAN RHYTHM	CIRCADIAN RHYTHM		27	-0.26564014	-0.82294184	0.69709545	0.81787646	1	970	"tags=26%, list=19%, signal=32%"
ATP-DEPENDENT CHROMATIN REMODELING	ATP-DEPENDENT CHROMATIN REMODELING		15	-0.34650302	-0.8208792	0.6380368	0.8195775	1	2369	"tags=67%, list=47%, signal=125%"
LYASE ACTIVITY	LYASE ACTIVITY		53	-0.21082923	-0.81570816	0.7829615	0.8265828	1	1339	"tags=26%, list=26%, signal=35%"
EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT	EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT		15	-0.27279243	-0.81401825	0.72821575	0.8277694	1	1044	"tags=27%, list=21%, signal=33%"
MYELINATION	MYELINATION		19	-0.28343794	-0.8126603	0.6912065	0.828371	1	104	"tags=11%, list=2%, signal=11%"
POLYUBIQUITIN MODIFICATION-DEPENDENT PROTEIN BINDING	POLYUBIQUITIN MODIFICATION-DEPENDENT PROTEIN BINDING		17	-0.2941969	-0.81248087	0.69902915	0.8270446	1	2546	"tags=59%, list=50%, signal=118%"
MIRNA BINDING	MIRNA BINDING		15	-0.3286898	-0.81204385	0.6660118	0.8260488	1	2707	"tags=67%, list=53%, signal=142%"
CHROMATIN BINDING	CHROMATIN BINDING		148	-0.25190634	-0.8084925	0.6400818	0.8301903	1	2046	"tags=41%, list=40%, signal=66%"
RNA PROCESSING	RNA PROCESSING		34	-0.31233823	-0.807018	0.6735537	0.8310146	1	2899	"tags=74%, list=57%, signal=170%"
RRNA BINDING	RRNA BINDING		16	-0.34924796	-0.8062917	0.65587044	0.830604	1	2515	"tags=63%, list=50%, signal=123%"
NEGATIVE REGULATION OF PROTEIN KINASE ACTIVITY	NEGATIVE REGULATION OF PROTEIN KINASE ACTIVITY		32	-0.24156669	-0.803263	0.7758945	0.83378166	1	1640	"tags=38%, list=32%, signal=55%"
AUTOPHAGY OF MITOCHONDRION	AUTOPHAGY OF MITOCHONDRION		16	-0.30008328	-0.8010775	0.6927593	0.8358049	1	2184	"tags=63%, list=43%, signal=109%"
DRUG BINDING	DRUG BINDING		29	-0.2070128	-0.80101377	0.78411406	0.83426076	1	1095	"tags=28%, list=22%, signal=35%"
GOLGI ORGANIZATION	GOLGI ORGANIZATION		49	-0.23441917	-0.79546136	0.7837838	0.8416212	1	2226	"tags=47%, list=44%, signal=83%"
GLUCOSE METABOLIC PROCESS	GLUCOSE METABOLIC PROCESS		25	-0.23418102	-0.7949628	0.7741273	0.84085405	1	1112	"tags=28%, list=22%, signal=36%"
SKELETAL SYSTEM DEVELOPMENT	SKELETAL SYSTEM DEVELOPMENT		21	-0.2707744	-0.79429877	0.6968504	0.84032905	1	1168	"tags=33%, list=23%, signal=43%"
MYOSIN BINDING	MYOSIN BINDING		16	-0.26276255	-0.7864346	0.7788845	0.8512237	1	546	"tags=19%, list=11%, signal=21%"
"NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY"	"NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY"		17	-0.28407854	-0.7863959	0.758	0.84964174	1	1994	"tags=41%, list=39%, signal=68%"
ELECTRON TRANSFER ACTIVITY	ELECTRON TRANSFER ACTIVITY		25	-0.26358578	-0.78404015	0.69617707	0.85172385	1	2167	"tags=56%, list=43%, signal=97%"
DNA RECOMBINATION	DNA RECOMBINATION		20	-0.3098497	-0.7837403	0.72821575	0.85048705	1	927	"tags=25%, list=18%, signal=30%"
METHYLATED HISTONE BINDING	METHYLATED HISTONE BINDING		19	-0.32486695	-0.781215	0.6826347	0.85296947	1	2113	"tags=42%, list=42%, signal=72%"
TRANSLATION	TRANSLATION		157	-0.23266232	-0.78094965	0.66202784	0.8517565	1	2333	"tags=54%, list=46%, signal=96%"
RIBOSOME BINDING	RIBOSOME BINDING		37	-0.26743752	-0.77872807	0.7125	0.8535964	1	1821	"tags=41%, list=36%, signal=63%"
POSITIVE REGULATION OF DENDRITIC SPINE DEVELOPMENT	POSITIVE REGULATION OF DENDRITIC SPINE DEVELOPMENT		19	-0.26103804	-0.7769193	0.7647059	0.8547471	1	1581	"tags=42%, list=31%, signal=61%"
POSTSYNAPTIC CYTOSOL	POSTSYNAPTIC CYTOSOL		22	-0.22931759	-0.7686486	0.81925344	0.8658819	1	1571	"tags=41%, list=31%, signal=59%"
OSTEOBLAST DIFFERENTIATION	OSTEOBLAST DIFFERENTIATION		18	-0.24788512	-0.7685818	0.80981594	0.8643044	1	1064	"tags=28%, list=21%, signal=35%"
MRNA 3'-UTR AU-RICH REGION BINDING	MRNA 3'-UTR AU-RICH REGION BINDING		16	-0.29636574	-0.768205	0.70623744	0.86323184	1	1719	"tags=38%, list=34%, signal=57%"
POSITIVE REGULATION OF SIGNAL TRANSDUCTION	POSITIVE REGULATION OF SIGNAL TRANSDUCTION		22	-0.25585487	-0.76745373	0.82974136	0.86276084	1	2482	"tags=55%, list=49%, signal=106%"
REGULATION OF TRANSLATION	REGULATION OF TRANSLATION		78	-0.21692593	-0.76482373	0.74698794	0.865047	1	1915	"tags=38%, list=38%, signal=61%"
UNFOLDED PROTEIN BINDING	UNFOLDED PROTEIN BINDING		65	-0.17791574	-0.7632193	0.82758623	0.86576295	1	1878	"tags=37%, list=37%, signal=58%"
DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION	DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION		16	-0.26982144	-0.75876594	0.78701824	0.87050897	1	927	"tags=25%, list=18%, signal=30%"
MAPK CASCADE	MAPK CASCADE		30	-0.2528526	-0.75588304	0.77845526	0.87321687	1	1254	"tags=30%, list=25%, signal=40%"
TRANSLATION INITIATION FACTOR BINDING	TRANSLATION INITIATION FACTOR BINDING		19	-0.23681365	-0.752902	0.82258064	0.87599045	1	973	"tags=26%, list=19%, signal=32%"
ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY	ESTABLISHMENT OR MAINTENANCE OF CELL POLARITY		19	-0.22384377	-0.752067	0.8	0.8756095	1	516	"tags=16%, list=10%, signal=18%"
CELLULAR RESPONSE TO DNA DAMAGE STIMULUS	CELLULAR RESPONSE TO DNA DAMAGE STIMULUS		143	-0.21893097	-0.74950475	0.7388664	0.87773955	1	1485	"tags=32%, list=29%, signal=44%"
PROTEIN MONOUBIQUITINATION	PROTEIN MONOUBIQUITINATION		19	-0.27090117	-0.7429252	0.7895833	0.8856278	1	1443	"tags=47%, list=28%, signal=66%"
TRANSCRIPTION COACTIVATOR ACTIVITY	TRANSCRIPTION COACTIVATOR ACTIVITY		82	-0.2039211	-0.7390519	0.78669274	0.88959116	1	2436	"tags=52%, list=48%, signal=99%"
NEGATIVE REGULATION OF TRANSLATION	NEGATIVE REGULATION OF TRANSLATION		46	-0.21550973	-0.73564494	0.80430526	0.89248455	1	1188	"tags=26%, list=23%, signal=34%"
CELLULAR AMINO ACID BIOSYNTHETIC PROCESS	CELLULAR AMINO ACID BIOSYNTHETIC PROCESS		15	-0.26049852	-0.7339574	0.792	0.89311296	1	1328	"tags=33%, list=26%, signal=45%"
P-BODY	P-BODY		37	-0.22574154	-0.73374164	0.8517034	0.8917503	1	1725	"tags=30%, list=34%, signal=45%"
PHOSPHOLIPID TRANSPORT	PHOSPHOLIPID TRANSPORT		18	-0.26431882	-0.7315652	0.7861507	0.8928761	1	1985	"tags=67%, list=39%, signal=109%"
ADHERENS JUNCTION	ADHERENS JUNCTION		41	-0.20417808	-0.7260721	0.87644786	0.89865166	1	924	"tags=22%, list=18%, signal=27%"
FAT CELL DIFFERENTIATION	FAT CELL DIFFERENTIATION		24	-0.23400673	-0.7251773	0.83472806	0.8981761	1	372	"tags=17%, list=7%, signal=18%"
ACTIVATION OF PROTEIN KINASE ACTIVITY	ACTIVATION OF PROTEIN KINASE ACTIVITY		39	-0.21791491	-0.7223663	0.8917836	0.9001791	1	2169	"tags=54%, list=43%, signal=93%"
NUCLEAR CHROMATIN	NUCLEAR CHROMATIN		76	-0.20735294	-0.7159501	0.8110883	0.90691924	1	254	"tags=9%, list=5%, signal=10%"
TRANSCRIPTION FACTOR BINDING	TRANSCRIPTION FACTOR BINDING		113	-0.18220802	-0.7117974	0.8657315	0.91056585	1	1254	"tags=26%, list=25%, signal=33%"
FORMATION OF CYTOPLASMIC TRANSLATION INITIATION COMPLEX	FORMATION OF CYTOPLASMIC TRANSLATION INITIATION COMPLEX		15	-0.26512507	-0.7078803	0.7868217	0.91397816	1	2247	"tags=73%, list=44%, signal=131%"
RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL	RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL		17	-0.24423064	-0.7041582	0.904	0.9168921	1	254	"tags=12%, list=5%, signal=12%"
REGULATION OF MITOTIC CELL CYCLE	REGULATION OF MITOTIC CELL CYCLE		38	-0.21649139	-0.704127	0.90143734	0.91522986	1	1678	"tags=37%, list=33%, signal=55%"
UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS		107	-0.1778771	-0.6953392	0.9117043	0.92434007	1	1575	"tags=35%, list=31%, signal=49%"
MIDBODY	MIDBODY		71	-0.18202889	-0.6943603	0.9215292	0.9236966	1	1211	"tags=21%, list=24%, signal=27%"
ENDOCYTIC RECYCLING	ENDOCYTIC RECYCLING		24	-0.23430392	-0.6911791	0.84646463	0.9256945	1	1014	"tags=21%, list=20%, signal=26%"
REGULATION OF MITOTIC SPINDLE ASSEMBLY	REGULATION OF MITOTIC SPINDLE ASSEMBLY		15	-0.25984442	-0.6903342	0.82474226	0.9249674	1	127	"tags=7%, list=3%, signal=7%"
POSITIVE REGULATION OF MAPK CASCADE	POSITIVE REGULATION OF MAPK CASCADE		30	-0.21270335	-0.68791944	0.8757062	0.9262472	1	1515	"tags=37%, list=30%, signal=52%"
DAMAGED DNA BINDING	DAMAGED DNA BINDING		23	-0.23159324	-0.68659174	0.8128898	0.92612594	1	676	"tags=17%, list=13%, signal=20%"
"CHROMOSOME, CENTROMERIC REGION"	"CHROMOSOME, CENTROMERIC REGION"		48	-0.21273404	-0.6863446	0.80638725	0.9247196	1	1029	"tags=23%, list=20%, signal=28%"
CHROMATIN REMODELING	CHROMATIN REMODELING		46	-0.2366984	-0.6857021	0.73956263	0.923755	1	1936	"tags=41%, list=38%, signal=66%"
RESPONSE TO ISCHEMIA	RESPONSE TO ISCHEMIA		23	-0.21103367	-0.6753807	0.87903225	0.9340154	1	1377	"tags=30%, list=27%, signal=42%"
POSITIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION	POSITIVE REGULATION OF NUCLEIC ACID-TEMPLATED TRANSCRIPTION		34	-0.21257474	-0.67408943	0.8693069	0.933689	1	1914	"tags=38%, list=38%, signal=61%"
TRANSCRIPTION COREGULATOR ACTIVITY	TRANSCRIPTION COREGULATOR ACTIVITY		41	-0.20067163	-0.6720068	0.9199219	0.9343051	1	1667	"tags=32%, list=33%, signal=47%"
UBIQUITIN BINDING	UBIQUITIN BINDING		39	-0.17415205	-0.6662811	0.9173077	0.938883	1	215	"tags=8%, list=4%, signal=8%"
CHROMATIN ORGANIZATION	CHROMATIN ORGANIZATION		110	-0.19856252	-0.6478247	0.8668033	0.9560242	1	2235	"tags=45%, list=44%, signal=78%"
RIBOSOME BIOGENESIS	RIBOSOME BIOGENESIS		33	-0.22059704	-0.64213526	0.8663883	0.9597794	1	1147	"tags=21%, list=23%, signal=27%"
POTASSIUM ION TRANSMEMBRANE TRANSPORT	POTASSIUM ION TRANSMEMBRANE TRANSPORT		19	-0.22212541	-0.6386056	0.85971946	0.9614046	1	1926	"tags=47%, list=38%, signal=76%"
METHYLTRANSFERASE ACTIVITY	METHYLTRANSFERASE ACTIVITY		46	-0.18775254	-0.63715297	0.9246862	0.9610541	1	2196	"tags=41%, list=43%, signal=72%"
METHYLATION	METHYLATION		46	-0.18878718	-0.6323333	0.9388186	0.96379566	1	2196	"tags=41%, list=43%, signal=72%"
MRNA TRANSPORT	MRNA TRANSPORT		56	-0.19384328	-0.63122195	0.85655737	0.96304494	1	2505	"tags=46%, list=49%, signal=91%"
PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY		15	-0.21768023	-0.6303794	0.93172693	0.96203953	1	1571	"tags=40%, list=31%, signal=58%"
REGULATION OF ACTIN FILAMENT POLYMERIZATION	REGULATION OF ACTIN FILAMENT POLYMERIZATION		22	-0.19830644	-0.6225934	0.93839836	0.96704686	1	1857	"tags=36%, list=37%, signal=57%"
DNA HELICASE ACTIVITY	DNA HELICASE ACTIVITY		25	-0.26007637	-0.6189055	0.8333333	0.96841925	1	1471	"tags=32%, list=29%, signal=45%"
SPERMATID DEVELOPMENT	SPERMATID DEVELOPMENT		18	-0.20525654	-0.6134913	0.92261904	0.9709227	1	2610	"tags=56%, list=51%, signal=114%"
CELLULAR RESPONSE TO CAMP	CELLULAR RESPONSE TO CAMP		24	-0.18948403	-0.60219985	0.9444444	0.97796136	1	1655	"tags=33%, list=33%, signal=49%"
CHROMATIN	CHROMATIN		67	-0.17051803	-0.59604883	0.94188374	0.9806473	1	219	"tags=6%, list=4%, signal=6%"
TRNA BINDING	TRNA BINDING		31	-0.2224124	-0.5952072	0.8958333	0.9794462	1	2581	"tags=58%, list=51%, signal=117%"
REGULATION OF MRNA STABILITY	REGULATION OF MRNA STABILITY		17	-0.21955176	-0.59334254	0.92673266	0.97917205	1	1536	"tags=35%, list=30%, signal=50%"
ACTIVATION OF GTPASE ACTIVITY	ACTIVATION OF GTPASE ACTIVITY		35	-0.1780552	-0.59132093	0.9613153	0.97885126	1	2105	"tags=46%, list=41%, signal=78%"
"NUCLEAR CHROMOSOME, TELOMERIC REGION"	"NUCLEAR CHROMOSOME, TELOMERIC REGION"		33	-0.22943616	-0.58782434	0.8574338	0.97947145	1	2355	"tags=58%, list=46%, signal=107%"
CENTRIOLE	CENTRIOLE		29	-0.1779382	-0.58387923	0.957115	0.98041505	1	757	"tags=14%, list=15%, signal=16%"
CYTOSOLIC SMALL RIBOSOMAL SUBUNIT	CYTOSOLIC SMALL RIBOSOMAL SUBUNIT		39	-0.21008101	-0.58271885	0.83992094	0.9794622	1	2280	"tags=46%, list=45%, signal=83%"
"POSITIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME"	"POSITIVE REGULATION OF MRNA SPLICING, VIA SPLICEOSOME"		15	-0.24961214	-0.57713664	0.86382115	0.98137003	1	2477	"tags=53%, list=49%, signal=104%"
HETEROCHROMATIN	HETEROCHROMATIN		22	-0.21762426	-0.5744746	0.92116183	0.9812433	1	2628	"tags=73%, list=52%, signal=150%"
CIRCADIAN REGULATION OF GENE EXPRESSION	CIRCADIAN REGULATION OF GENE EXPRESSION		19	-0.22606388	-0.57249117	0.94214875	0.9806874	1	1914	"tags=47%, list=38%, signal=76%"
P53 BINDING	P53 BINDING		31	-0.21079513	-0.56956106	0.86764705	0.9807666	1	2563	"tags=52%, list=50%, signal=104%"
TOXIN TRANSPORT	TOXIN TRANSPORT		21	-0.20070992	-0.5693789	0.9340426	0.979164	1	2781	"tags=76%, list=55%, signal=168%"
