pho_protein	iFOT_C_2_1	iFOT_C_2_3	iFOT_C_3_1	iFOT_C_3_2	iFOT_C_4_4	iFOT_C_4_5	iFOT_C_4_8	iFOT_C_5_3	iFOT_Z_1_3	iFOT_Z_1_4	iFOT_Z_2_10	iFOT_Z_2_11	iFOT_Z_4_12	iFOT_Z_5_6	iFOT_Z_5_7	iFOT_Z_6_3
Dpysl2	139.6409	0.01	0.01	0.01	147.2471	127.3498	131.8434	0.01	104.730384	182.845277	0.01	218.643986	129.43347	361.456373	165.163252	144.494985
Dpysl2	0.01	158.1196	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	156.236101	0.01	0.01	0.01	0.01	232.841593
Dpysl2	0.01	51.5831	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	156.236101	0.01	0.01	0.01	0.01	232.841593
Dpysl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2111.789087	0.01	0.01	0.01
Grid1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	9.643191	0.01	7.316685	0.01	0.01	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	18.19463	0.01
Sorbs3	0.01	39.29685	32.519718	34.94661	36.08231	31.94243	25.87578	30.725706	22.870708	0.01	16.196012	18.654369	18.86016	18.241677	21.960717	17.892874
Tsc22d1	51.04811	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Wapl	0.01	0.01	0.01	0.01	0.01	40.66299	0.01	0.01	0.01	0.01	0.01	0.01	0.01	26.944851	0.01	0.01
Wapl	42.49596	0.01	45.582871	32.493382	0.01	0.01	79.73137	44.888426	21.464772	42.224839	40.763407	29.0001	28.78703	0.01	38.243751	0.01
Cenpj	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	36.97461	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mtmr6	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	17.683041	14.212253	0.01	16.237348	11.162943	0.01	0.01	18.001647
Farp1	788.099	550.0134	522.589138	461.907323	558.6287	468.9318	475.908	457.02484	0.01	490.874019	445.609713	438.310318	0.01	418.796371	471.338888	414.259441
Farp1	212.2059	171.7408	188.759999	0.01	161.0938	185.4615	218.3272	192.639396	0.01	132.704272	118.699206	156.916365	112.203752	123.169498	140.469198	162.2257
Farp1	0.01	0.01	0.01	158.099058	0.01	0.01	0.01	0.01	124.450846	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Farp1	85.1431	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	87.433279	0.01	0.01
Farp1	496.7636	476.9226	540.186095	223.702459	253.0114	237.7012	255.2476	483.321945	579.997124	553.524401	504.888441	632.417988	500.27443	570.037157	643.535698	640.921643
Farp1	613.9714	459.5853	509.267656	150.800275	149.8946	65.20559	139.3263	405.782153	519.650354	520.308659	498.226165	564.715167	476.771819	502.07094	588.28397	575.711049
Farp1	0.01	0.01	32.99227	30.35323	0.01	26.51418	0.01	0.01	33.121038	28.518343	24.231243	40.346074	30.783763	0.01	31.359917	0.01
Farp1	0.01	0.01	35.130008	0.01	40.50772	0.01	50.93917	0.01	48.39811	55.561505	63.188343	61.278617	103.263442	57.097645	78.260515	54.073009
Farp1	42.09316	0.01	0.01	0.01	0.01	0.01	0.01	0.01	65.64651	52.935433	0.01	66.295713	0.01	0.01	0.01	79.711476
Farp1	0.01	16.23795	0.01	0.01	0.01	0.01	10.53381	0.01	13.574431	0.01	65.298401	23.129207	32.030046	22.899431	24.811048	40.98618
Farp1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	532.689566	0.01	0.01	0.01	447.398341	0.01	0.01	0.01
Farp1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	12.034676	17.120596	0.01	15.228	0.01
Carmil3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	33.104152	0.01	0.01	0.01	0.01	0.01
Lrch1	32.30927	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	22.724637	0.01	0.01	0.01	0.01	0.01
Lrch1	32.30927	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.400487	0.01	0.01	24.620629	0.01	0.01	0.01
Lrch1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	22.724637	0.01	0.01	0.01	0.01	0.01
Lrch1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	24.620629	0.01	0.01	0.01
Sacs	0.01	0.01	0.01	0.01	10.19455	0.01	0.01	0.01	0.01	0.01	8.543508	9.2025	0.01	0.01	9.050308	0.01
-	67.84804	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	60.264423	0.01	0.01	0.01	0.01	46.679841	0.01
Fbxl3	0.01	0.01	0.01	0.01	6.953718	0.01	0.01	0.01	0.01	0.01	0.01	6.700445	16.36887	0.01	0.01	8.486987
Fbxl3	0.01	0.01	0.01	0.01	6.953718	0.01	0.01	0.01	0.01	0.01	0.01	6.700445	16.36887	0.01	7.140106	8.486987
Acin1	0.01	0.01	311.560661	225.158409	0.01	312.7922	0.01	0.01	0.01	0.01	343.880072	292.342731	0.01	0.01	0.01	0.01
Acin1	0.01	0.01	0.01	0.01	0.01	324.6787	0.01	0.01	0.01	0.01	0.01	383.801292	0.01	0.01	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Eef1akmt1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	38.571055	0.01
Dcp1a	40.05582	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	40.25287	0.01	0.01	0.01	0.01	0.01	0.01
Dcp1a	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	40.25287	0.01	0.01	0.01	0.01	0.01	0.01
Slmap	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	17.635288
Slmap	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	361.734736	0.01	0.01	0.01
Slmap	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	361.734736	0.01	0.01	0.01
Slmap	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	361.734736	0.01	0.01	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	32.622237	0.01	0.01	18.788419
Trio	37.94442	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Trio	0.01	49.53086	0.01	0.01	0.01	0.01	31.1905	52.576401	0.01	0.01	0.01	31.615373	34.918895	0.01	0.01	0.01
Trio	0.01	0.01	0.01	0.01	0.01	0.01	0.01	18.63218	0.01	0.01	0.01	0.01	0.01	0.01	76.018133	0.01
Trio	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	37.100333	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Cdh10	0.01	53.23266	0.01	0.01	0.01	0.01	0.01	54.884469	0.01	0.01	0.01	0.01	0.01	0.01	67.063927	0.01
Cdh10	0.01	0.01	0.01	55.762891	0.01	0.01	0.01	0.01	0.01	65.505528	0.01	0.01	0.01	0.01	0.01	57.418288
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	323.530498
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	323.530498
-	48.16256	92.46735	0.01	49.76685	0.01	74.19029	0.01	74.834648	40.093963	33.208152	0.01	0.01	56.335434	99.127856	0.01	0.01
Slc38a1	0.01	0.01	17.893091	0.01	35.49473	0.01	0.01	19.472431	0.01	0.01	19.434675	0.01	29.120776	0.01	0.01	0.01
Slc38a1	0.01	14.32425	0.01	0.01	0.01	34.68364	32.46007	0.01	20.688166	0.01	0.01	22.940625	0.01	18.539239	0.01	0.01
Triobp	0.01	0.01	28.012916	39.565683	55.29719	34.66274	33.0381	0.01	0.01	46.177057	40.942282	44.59641	32.21	43.717356	46.765498	41.164354
Cacng2	0.01	25.09431	34.212806	0.01	36.74512	0.01	0.01	0.01	0.01	0.01	39.592952	28.347318	0.01	29.245765	0.01	35.828457
Cbx5	0.01	330.2359	311.083608	362.208043	290.5612	548.7261	622.8642	386.158854	0.01	0.01	0.01	0.01	263.36581	0.01	0.01	0.01
Ptk2	19.51705	0.01	0.01	0.01	0.01	8.844837	0.01	0.01	0.01	0.01	0.01	8.939314	0.01	11.508153	17.292106	11.971736
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	190.767013
Srebf2	0.01	0.01	0.01	101.421678	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Srebf2	0.01	0.01	0.01	101.421678	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mtss1	0.01	57.06264	43.791672	0.01	0.01	34.4442	0.01	0.01	0.01	28.016726	25.251172	41.85887	37.281281	0.01	39.339871	41.364551
Mtss1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	12.085038	0.01	0.01	0.01	0.01	0.01	0.01
Nrbp2	0.01	0.01	0.01	31.534167	28.9866	0.01	0.01	0.01	0.01	34.421831	21.041181	26.759228	0.01	24.025868	26.930865	0.01
Nrbp2	0.01	0.01	23.977768	0.01	0.01	0.01	0.01	0.01	0.01	34.948287	0.01	0.01	26.767962	0.01	19.318606	0.01
Mief1	0.01	42.59597	52.895285	37.937493	54.42582	28.73565	32.25723	59.406314	24.382251	0.01	16.673914	25.376988	0.01	21.667593	27.39118	27.717839
Micall1	0.01	37.56053	31.252377	0.01	0.01	0.01	0.01	33.023298	29.85441	35.797655	0.01	28.651259	0.01	0.01	31.205318	0.01
Micall1	0.01	0.01	31.252377	0.01	0.01	27.45578	21.86215	0.01	0.01	35.797655	0.01	28.651259	34.298625	0.01	31.205318	0.01
-	20.69096	0.01	0.01	0.01	0.01	0.01	0.01	0.01	39.665789	0.01	0.01	0.01	0.01	24.29475	0.01	0.01
Ebag9	0.01	0.01	0.01	0.01	0.01	0.01	177.8651	0.01	58.11394	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ebag9	212.5407	294.2278	326.538327	253.668387	249.6592	373.2698	298.4107	258.413591	0.01	248.710975	293.464128	0.01	221.248722	257.732426	355.884085	306.286927
Lima1	153.5005	0.01	161.414957	0.01	150.5802	127.6348	115.2067	126.854724	0.01	0.01	63.69662	109.190746	78.012334	67.333806	0.01	102.053379
Eef1d	0.01	0.01	145.807221	135.907713	0.01	0.01	144.9489	225.075985	0.01	0.01	132.455759	0.01	0.01	158.052465	0.01	0.01
Eef1d	1170.252	1051.524	1386.064199	968.06411	0.01	928.1815	624.756	1159.482349	344.285511	833.291474	631.491928	633.585398	598.324288	562.709225	0.01	628.389358
Eef1d	736.6582	705.155	655.263898	847.677017	1087.164	780.0137	914.0548	1045.943809	1216.490321	919.125257	758.500416	792.456655	873.227627	797.61177	799.039996	943.85862
Ppp6r2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	32.725753	23.504349	28.832975	0.01	0.01	0.01	0.01	0.01	30.924983
Ppp6r2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	179.712339	0.01	0.01	0.01
Cd47	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	43.673535	41.494904	37.029722	43.598307	37.883138
Snn	0.01	34.88679	0.01	0.01	29.34943	39.06672	0.01	33.122829	48.664642	0.01	35.01576	38.843639	0.01	38.060795	31.308384	0.01
Snn	0.01	0.01	47.707107	0.01	55.9781	49.79971	52.35692	59.595947	92.165324	62.118405	69.768268	81.179834	74.426	61.001096	58.60207	77.55603
Yeats2	22.31231	0.01	0.01	0.01	0.01	0.01	0.01	0.01	15.083101	25.238858	11.437244	0.01	0.01	0.01	0.01	0.01
Eif4g1	57.93225	60.47182	45.888905	94.721452	63.0519	79.3506	70.91799	79.749378	34.156991	35.423685	46.122927	40.614094	64.87946	35.666669	40.864273	67.559564
Eif4g1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	27.060854	26.009046	24.365374	0.01	0.01	0.01
Ufd1	0.01	0.01	71.242026	39.419137	62.67288	70.59014	39.90194	134.115239	47.489317	27.965668	30.573568	48.962106	30.381736	0.01	64.552042	71.016286
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.078265	27.478681	0.01	28.140596	59.195642	23.056141	34.78143
Pak2	87.42293	42.315	45.518964	53.923445	43.4599	43.59803	39.93768	0.01	0.01	35.968081	33.102802	37.969118	39.992728	39.528532	48.629739	0.01
Pak2	101.3261	110.3134	133.889895	79.181801	69.83335	74.83259	86.81066	74.869222	97.381009	94.46546	75.41804	76.330597	62.444326	111.102071	81.338567	87.986255
Ubxn7	0.01	0.01	0.01	0.01	0.01	68.92166	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Ubxn7	0.01	0.01	0.01	48.814297	65.4984	0.01	69.39199	77.144812	0.01	51.596867	26.650452	0.01	0.01	0.01	38.262553	0.01
Carhsp1	60.13801	0.01	54.264337	35.872518	72.8979	0.01	33.49001	0.01	0.01	0.01	0.01	0.01	0.01	68.284573	0.01	74.880073
Carhsp1	60.13801	0.01	54.264337	81.292453	72.8979	25.51841	33.49001	0.01	0.01	0.01	0.01	0.01	22.389699	68.284573	23.898079	74.880073
Carhsp1	757.1127	1054.088	909.281157	936.699328	1174.015	1155.298	1038.741	1145.024179	699.979436	600.519087	520.400001	879.148871	589.039384	757.100205	1001.898939	733.318889
-	0.01	0.01	21.321572	0.01	0.01	41.83073	31.74646	8.508633	0.01	32.107631	0.01	17.663107	32.513116	0.01	35.985352	17.757408
-	0.01	0.01	0.01	0.01	0.01	0.01	7.918487	0.01	11.414879	0.01	0.01	0.01	0.01	0.01	8.602528	0.01
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	14.536544	0.01	0.01	0.01	0.01	0.01	0.01
Parp14	101.2886	0.01	83.091844	39.469572	0.01	76.95715	110.1515	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
-	76.01972	0.01	104.033574	0.01	0.01	0.01	147.1454	0.01	0.01	0.01	0.01	30.599244	0.01	0.01	0.01	0.01
-	0.01	76.34076	0.01	104.35261	109.8782	68.62616	0.01	0.01	0.01	0.01	0.01	30.599244	29.617885	0.01	0.01	0.01
Arl13b	0.01	36.32272	22.264877	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	43.531839	0.01	0.01	0.01
Arl13b	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	30.508252	0.01	0.01	0.01	0.01	0.01	0.01
Fyttd1	50.11061	0.01	30.399982	0.01	30.84647	0.01	0.01	0.01	0.01	63.137509	0.01	30.01623	45.055712	0.01	35.618353	0.01
-	0.01	0.01	0.01	126.201379	135.3622	0.01	0.01	112.909924	147.030597	210.610159	179.159189	258.460235	187.803925	175.676789	219.043089	207.663577
Bach1	38.19705	61.67468	0.01	26.370778	33.84532	23.69601	0.01	23.54691	17.667236	0.01	0.01	37.811622	62.250971	0.01	39.990998	18.163806
Cxadr	0.01	0.01	0.01	10664.59696	10564.04	0.01	10290.62	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Cxadr	9216.928	12436.84	9321.437003	0.01	0.01	11479.82	0.01	10198.66718	14231.78011	15991.02691	12023.14622	13679.40998	11150.81815	11893.19169	12524.60722	11792.22686
Cxadr	0.01	11.95764	0.01	10.071749	15.29229	0.01	0.01	9.443804	0.01	16.231141	13.0667	15.83739	13.617859	17.55549	11.255085	11.786888
Cxadr	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	18.905636	0.01	0.01
Son	172.8085	172.1681	169.209824	120.425158	196.8247	144.1771	123.9086	162.696317	179.660957	186.58498	147.150566	130.273187	162.227366	138.893722	162.503036	144.721874
Son	95.91725	65.36613	79.381631	0.01	68.75818	57.42664	65.59696	70.662733	0.01	262.165628	69.518517	69.864946	64.451908	52.884442	79.618479	98.156225
Son	40.01118	0.01	0.01	0.01	53.78492	0.01	0.01	26.968677	28.611553	37.754445	37.333719	0.01	33.39566	47.055796	35.217232	54.251184
Ttc3	0.01	0.01	35.283025	0.01	33.12632	52.3813	47.73583	38.77723	0.01	0.01	58.144049	74.216826	0.01	39.648274	0.01	60.559368
Ttc3	31.85371	0.01	35.283025	0.01	0.01	52.3813	47.73583	0.01	59.47749	42.992099	0.01	74.216826	55.821095	0.01	0.01	0.01
Scaf4	418.5574	234.3956	0.01	0.01	190.7394	122.9885	173.8715	0.01	165.809937	152.52056	0.01	164.853365	350.146155	384.063978	269.893621	0.01
Robo2	0.01	0.01	0.01	0.01	0.01	83.71373	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Robo2	49.14876	0.01	0.01	0.01	0.01	0.01	0.01	0.01	17.709622	0.01	0.01	33.2083	0.01	32.728325	0.01	0.01
Robo2	0.01	0.01	0.01	0.01	39.81634	0.01	0.01	0.01	0.01	0.01	23.612941	0.01	0.01	43.108607	25.721929	31.943315
Robo2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	43.78619	0.01	0.01
Robo2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	81.680073
-	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Tiam2	0.01	48.34742	58.88095	0.01	0.01	0.01	0.01	0.01	46.505808	0.01	0.01	0.01	0.01	42.180068	0.01	0.01
Tiam2	0.01	34.05166	0.01	0.01	0.01	0.01	0.01	0.01	35.686494	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Tiam2	0.01	0.01	35.022896	0.01	33.2844	0.01	0.01	27.147833	0.01	0.01	30.857069	41.907915	37.080267	41.914054	40.455491	31.1799
Tiam2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	95.196841	0.01	0.01	45.788294	0.01	0.01	0.01
Ankrd12	15.68487	0.01	38.806017	0.01	0.01	0.01	0.01	0.01	24.347767	36.170936	0.01	31.562874	23.085908	20.329635	27.728234	27.032501
Mta3	89.19038	0.01	55.738701	54.174668	94.17741	49.32369	51.00117	0.01	154.825388	0.01	105.286905	79.100603	98.502935	66.588107	67.583435	0.01
Mta3	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	79.100603	0.01	0.01	0.01	110.434928
Dnah8	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Dnah8	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Hdgfl2	309.2737	0.01	0.01	0.01	200.8435	0.01	220.7234	406.085984	223.125001	0.01	0.01	281.407768	0.01	0.01	0.01	0.01
Hdgfl2	267.1876	115.973	0.01	0.01	0.01	0.01	0.01	138.672706	0.01	0.01	0.01	196.801692	0.01	94.474404	0.01	0.01
Hdgfl2	25.28106	80.93855	32.62953	36.342609	40.29821	32.26929	31.36707	41.519044	30.002403	36.77329	32.068023	29.566536	21.059182	33.560067	20.553309	28.427201
Hdgfl2	0.01	374.2329	0.01	218.849291	0.01	239.4875	0.01	0.01	28.49517	264.063079	264.121765	48.09173	0.01	355.175288	162.036453	230.926382
Hdgfl2	0.01	0.01	0.01	29.504402	135.6003	152.5955	0.01	0.01	0.01	0.01	0.01	146.057388	138.846001	91.685201	0.01	146.036496
Hdgfl2	0.01	0.01	0.01	0.01	135.6003	152.5955	0.01	0.01	0.01	0.01	0.01	146.057388	138.846001	91.685201	0.01	146.036496
Hdgfl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	28.49517	0.01	57.660072	48.09173	0.01	0.01	0.01	0.01
Hdgfl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	17.254501	0.01
Afdn	172.22	178.8104	0.01	0.01	150.7421	218.7265	204.7488	0.01	0.01	99.48853	69.525267	0.01	83.755573	63.563721	81.693727	93.137972
Afdn	358.604	285.0737	304.728901	362.950292	341.653	403.0288	284.58	390.202951	255.223736	323.677539	253.314974	272.123757	290.722773	303.040847	274.754436	265.460237
Afdn	91.4489	83.54367	64.785607	54.182281	56.13523	64.88633	57.40995	63.170677	36.625461	63.804722	41.891336	58.690976	67.266095	75.459064	58.893161	62.141585
Afdn	22.74352	16.52021	0.01	0.01	0.01	0.01	13.34829	0.01	0.01	12.888177	11.921896	0.01	16.430769	0.01	14.664619	0.01
Afdn	100.2801	164.8396	107.931007	0.01	0.01	0.01	109.8783	0.01	127.892049	0.01	0.01	0.01	0.01	124.883173	160.490463	107.658874
Afdn	34.45923	0.01	31.798738	25.495305	29.71608	26.83913	41.75269	35.684439	25.750829	26.231052	33.880405	39.177283	31.477418	29.648012	38.23609	31.587633
Afdn	119.4603	98.15018	81.877609	61.057601	104.1548	60.48995	0.01	75.448597	72.401757	79.934435	93.71736	77.470375	95.963147	66.932993	92.32763	118.823152
Afdn	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	44.694975	0.01	0.01	0.01	0.01	0.01	0.01
Prkce	0.01	162.9621	81.584176	82.381085	0.01	0.01	96.97243	0.01	0.01	0.01	0.01	0.01	0.01	0.01	114.528602	0.01
Prkce	63.75713	85.56742	150.361728	177.939947	137.2764	88.42556	92.53001	114.806249	157.22489	143.971681	124.072227	162.435654	107.685737	115.081526	108.177508	81.11285
Prkce	205.5399	215.2716	212.58565	304.350678	284.6473	146.3719	187.4604	180.507106	257.084428	267.257696	196.655256	282.160713	256.850424	208.846081	232.866467	215.644735
Prkce	0.01	0.01	0.01	0.01	67.67445	37.04098	0.01	43.881593	75.577146	0.01	0.01	0.01	0.01	40.220455	0.01	97.722466
Prkce	150.9944	0.01	58.896252	261.585711	201.4911	198.8302	229.1416	0.01	177.857739	336.228314	202.669529	302.586919	209.436793	147.074907	309.95008	171.581539
Prkce	0.01	0.01	0.01	0.01	49.24237	0.01	0.01	46.271382	0.01	63.018142	0.01	0.01	63.734641	0.01	0.01	80.732477
Prkce	0.01	23.59623	30.20646	0.01	0.01	0.01	0.01	16.39745	0.01	40.369477	29.224912	28.897866	34.738302	33.149933	49.879762	30.3304
Prkce	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	18.429176	13.001417	84.307077	24.230954	21.852089
Mcfd2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2.366525	0.01	0.01	0.01	0.01
Wiz	31.35452	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Wiz	42.06881	0.01	0.01	68.052823	48.95477	0.01	57.70842	0.01	0.01	0.01	38.207847	0.01	0.01	0.01	0.01	0.01
Bag6	0.01	159.2331	134.096918	174.704502	0.01	0.01	0.01	0.01	0.01	136.181782	0.01	0.01	0.01	0.01	109.166385	0.01
Bag6	0.01	42.02885	62.673072	0.01	29.94082	59.67851	75.18595	36.402109	43.640055	43.295692	0.01	45.273369	79.320516	0.01	59.537324	41.225748
Bag6	0.01	69.07699	0.01	65.267486	0.01	91.24373	58.60595	0.01	135.076189	54.19603	33.205403	96.646278	35.883759	0.01	53.120769	49.138171
Ubr2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plcl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	79.484312	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Plcl2	0.01	0.01	0.01	0.01	62.90906	0.01	0.01	0.01	0.01	69.225912	44.805322	0.01	74.253703	61.971222	103.964338	0.01
Plcl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	98.789101	0.01	69.923519	84.986003	0.01	0.01	0.01	0.01
Plcl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	24.674045	0.01	0.01	0.01	0.01	0.01
Plcl2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	35.047312	0.01
Safb	134.233	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Safb	0.01	176.169	0.01	235.026515	177.2641	270.2441	194.9748	194.567152	60.903542	69.508804	0.01	102.64911	0.01	81.252576	0.01	89.941505
Safb	162.429	340.2446	262.388191	201.178053	240.8503	241.8439	218.7897	430.780119	92.711319	111.528719	214.475324	207.515606	0.01	158.740803	248.514392	243.118334
Safb	648.2044	626.5354	561.392454	498.429784	786.6989	586.837	594.1204	487.931797	464.275007	628.691059	539.009822	415.998297	515.93433	397.759038	470.921053	380.880052
Dlgap1	22.81657	0.01	16.45383	0.01	24.96592	0.01	16.42972	19.108881	0.01	0.01	19.322624	19.93921	0.01	0.01	18.574163	25.947437
Dlgap1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	49.226929	63.307589	0.01
Syngap1	76.12321	0.01	40.126464	46.334424	52.98116	57.14349	77.06823	0.01	54.677766	0.01	48.362586	41.864396	82.472916	39.087566	48.993951	0.01
Syngap1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	21.895143	0.01	0.01	0.01
Syngap1	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	16.642059	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Mdc1	0.01	53.97716	58.384995	42.230167	40.9315	0.01	35.49315	122.035334	40.372708	42.20069	36.776166	52.082335	26.108766	43.999862	32.875962	51.619938
Caskin1	0.01	113.597	0.01	0.01	0.01	0.01	90.77595	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Caskin1	37.50204	42.5623	0.01	0.01	0.01	26.50373	0.01	0.01	43.606289	0.01	0.01	0.01	0.01	0.01	0.01	0.01
Caskin1	0.01	161.8486	0.01	0.01	0.01	76.60274	0.01	0.01	0.01	67.401599	0.01	98.849849	0.01	0.01	0.01	0.01
Caskin1	257.1835	255.7985	252.541095	237.167618	244.3072	286.9384	252.6202	235.437674	255.755362	269.251744	223.209858	231.513117	241.050134	213.470853	227.441575	216.578984
Caskin1	0.01	0.01	0.01	68.31832	96.34583	97.48628	0.01	42.46092	0.01	0.01	0.01	136.17931	86.040106	53.898307	0.01	68.013342
Caskin1	0.01	0.01	0.01	23.426523	24.60023	0.01	21.75916	0.01	25.206271	0.01	20.655079	0.01	0.01	0.01	45.258506	0.01
Caskin1	78.36955	0.01	92.305269	0.01	62.25196	82.15452	0.01	0.01	68.033081	0.01	76.842295	90.864495	0.01	83.611568	114.277901	0.01
