NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
HISTONE H3 DEACETYLATION	HISTONE H3 DEACETYLATION	19	-0.24005912	-1.1912202	0.092307694	0.5056637	1	4828	"tags=32%, list=22%, signal=41%"
CHROMATIN ORGANIZATION	CHROMATIN ORGANIZATION	280	-0.2186337	-1.1906704	0.3911368	0.50613207	1	4828	"tags=29%, list=22%, signal=36%"
POSITIVE REGULATION OF SYNAPTIC TRANSMISSION	POSITIVE REGULATION OF SYNAPTIC TRANSMISSION	28	-0.50922173	-1.1893827	0.22070312	0.50823444	1	2345	"tags=54%, list=11%, signal=60%"
PROTEIN GLYCOSYLATION	PROTEIN GLYCOSYLATION	165	-0.2699596	-1.1892318	0	0.5081163	1	2851	"tags=26%, list=13%, signal=30%"
SYNAPTIC MEMBRANE ADHESION	SYNAPTIC MEMBRANE ADHESION	26	-0.6847211	-1.1890682	0	0.507501	1	3594	"tags=73%, list=16%, signal=87%"
CELL-CELL ADHESION MEDIATED BY CADHERIN	CELL-CELL ADHESION MEDIATED BY CADHERIN	24	-0.46530735	-1.1875974	0.08461539	0.50886106	1	1473	"tags=33%, list=7%, signal=36%"
TRANSPORT VESICLE MEMBRANE	TRANSPORT VESICLE MEMBRANE	30	-0.43829837	-1.1874721	0.09486166	0.5081557	1	4613	"tags=57%, list=21%, signal=72%"
SMOOTHENED SIGNALING PATHWAY	SMOOTHENED SIGNALING PATHWAY	65	-0.2288981	-1.1869504	0.19166666	0.5078656	1	4768	"tags=31%, list=22%, signal=39%"
TRANSPORT VESICLE	TRANSPORT VESICLE	68	-0.2499351	-1.186351	0.23242188	0.50862396	1	5009	"tags=41%, list=23%, signal=53%"
STRUCTURAL CONSTITUENT OF CYTOSKELETON	STRUCTURAL CONSTITUENT OF CYTOSKELETON	59	-0.39588404	-1.1857635	0.08445297	0.5085627	1	2270	"tags=41%, list=10%, signal=45%"
POSITIVE REGULATION OF HORMONE SECRETION	POSITIVE REGULATION OF HORMONE SECRETION	16	-0.4958059	-1.1853657	0.28235295	0.50855386	1	3388	"tags=44%, list=16%, signal=52%"
LAMELLIPODIUM ASSEMBLY	LAMELLIPODIUM ASSEMBLY	34	-0.37980723	-1.184806	0.09486166	0.5086852	1	4323	"tags=47%, list=20%, signal=59%"
COPI-COATED VESICLE	COPI-COATED VESICLE	17	-0.3345542	-1.1840184	0.19838056	0.5090858	1	3184	"tags=24%, list=15%, signal=28%"
CELL MOTILITY	CELL MOTILITY	22	-0.26912498	-1.183172	0.09795918	0.5097497	1	1169	"tags=18%, list=5%, signal=19%"
CARDIAC MUSCLE HYPERTROPHY IN RESPONSE TO STRESS	CARDIAC MUSCLE HYPERTROPHY IN RESPONSE TO STRESS	16	-0.33959204	-1.1827466	0.2987805	0.5094324	1	3490	"tags=31%, list=16%, signal=37%"
POSTSYNAPTIC DENSITY MEMBRANE	POSTSYNAPTIC DENSITY MEMBRANE	51	-0.6270161	-1.1824583	0	0.5087874	1	3580	"tags=65%, list=16%, signal=77%"
REGULATION OF LONG-TERM NEURONAL SYNAPTIC PLASTICITY	REGULATION OF LONG-TERM NEURONAL SYNAPTIC PLASTICITY	27	-0.58058494	-1.1788589	0.2193676	0.51579565	1	2970	"tags=52%, list=14%, signal=60%"
MEMBRANE ORGANIZATION	MEMBRANE ORGANIZATION	20	-0.3592329	-1.1783473	0.09881423	0.5159473	1	3821	"tags=35%, list=18%, signal=42%"
POSITIVE REGULATION OF SODIUM ION TRANSPORT	POSITIVE REGULATION OF SODIUM ION TRANSPORT	21	-0.48746073	-1.1762166	0.08695652	0.5196155	1	3109	"tags=52%, list=14%, signal=61%"
NEGATIVE REGULATION OF NEURON DIFFERENTIATION	NEGATIVE REGULATION OF NEURON DIFFERENTIATION	72	-0.32199323	-1.1734393	0.18585859	0.52346945	1	3431	"tags=29%, list=16%, signal=34%"
IONOTROPIC GLUTAMATE RECEPTOR SIGNALING PATHWAY	IONOTROPIC GLUTAMATE RECEPTOR SIGNALING PATHWAY	25	-0.7009066	-1.1728147	0	0.52324307	1	2866	"tags=76%, list=13%, signal=87%"
SYNAPTIC VESICLE PRIMING	SYNAPTIC VESICLE PRIMING	17	-0.71024156	-1.1721914	0	0.5232763	1	2878	"tags=71%, list=13%, signal=81%"
SPINDLE MIDZONE	SPINDLE MIDZONE	25	-0.30062112	-1.1715921	0.09072165	0.52355295	1	2557	"tags=32%, list=12%, signal=36%"
INNER EAR MORPHOGENESIS	INNER EAR MORPHOGENESIS	61	-0.361582	-1.1706729	0.38264298	0.52462244	1	2139	"tags=28%, list=10%, signal=31%"
MYOTUBE DIFFERENTIATION	MYOTUBE DIFFERENTIATION	15	-0.5999754	-1.1704172	0.106299214	0.5240483	1	4784	"tags=60%, list=22%, signal=77%"
PHOTORECEPTOR CONNECTING CILIUM	PHOTORECEPTOR CONNECTING CILIUM	38	-0.30569622	-1.170289	0.27592954	0.5232465	1	4858	"tags=42%, list=22%, signal=54%"
NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION	NEGATIVE REGULATION OF MICROTUBULE DEPOLYMERIZATION	29	-0.5638334	-1.1699191	0.08695652	0.52321666	1	4196	"tags=62%, list=19%, signal=77%"
REGULATION OF PROTEIN LOCALIZATION	REGULATION OF PROTEIN LOCALIZATION	67	-0.29690886	-1.1692137	0	0.5238026	1	4689	"tags=37%, list=21%, signal=47%"
PHOSPHOPROTEIN BINDING	PHOSPHOPROTEIN BINDING	50	-0.34202027	-1.1674563	0.098425195	0.5263194	1	3577	"tags=40%, list=16%, signal=48%"
EPHRIN RECEPTOR SIGNALING PATHWAY	EPHRIN RECEPTOR SIGNALING PATHWAY	36	-0.58224416	-1.1661695	0	0.52851653	1	4014	"tags=61%, list=18%, signal=75%"
PROTEIN KINASE A CATALYTIC SUBUNIT BINDING	PROTEIN KINASE A CATALYTIC SUBUNIT BINDING	15	-0.5231925	-1.1659973	0.2173913	0.52756846	1	3387	"tags=67%, list=16%, signal=79%"
CALCIUM-DEPENDENT CELL-CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES	CALCIUM-DEPENDENT CELL-CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES	32	-0.4717456	-1.1659297	0.18110237	0.526626	1	1473	"tags=41%, list=7%, signal=44%"
SENSORY PERCEPTION OF PAIN	SENSORY PERCEPTION OF PAIN	74	-0.32346344	-1.1656071	0	0.526303	1	2556	"tags=39%, list=12%, signal=44%"
POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION	POSITIVE REGULATION OF MICROTUBULE POLYMERIZATION	27	-0.4051515	-1.1649185	0.23517786	0.5268576	1	4794	"tags=52%, list=22%, signal=66%"
MICROTUBULE-BASED MOVEMENT	MICROTUBULE-BASED MOVEMENT	78	-0.3097776	-1.1636919	0.20773931	0.52821577	1	1874	"tags=22%, list=9%, signal=24%"
REGULATION OF FOCAL ADHESION ASSEMBLY	REGULATION OF FOCAL ADHESION ASSEMBLY	21	-0.56975883	-1.1627041	0.08695652	0.5285954	1	3077	"tags=48%, list=14%, signal=55%"
BETA-CATENIN BINDING	BETA-CATENIN BINDING	86	-0.3585419	-1.1614234	0.37307692	0.53047174	1	5223	"tags=44%, list=24%, signal=58%"
ESTABLISHMENT OF CELL POLARITY	ESTABLISHMENT OF CELL POLARITY	35	-0.38693488	-1.1611022	0.2055336	0.5302952	1	4703	"tags=49%, list=22%, signal=62%"
REGULATION OF DENDRITIC SPINE MORPHOGENESIS	REGULATION OF DENDRITIC SPINE MORPHOGENESIS	21	-0.6535919	-1.1598788	0	0.5321893	1	4001	"tags=81%, list=18%, signal=99%"
APICAL DENDRITE	APICAL DENDRITE	23	-0.538251	-1.158156	0.21541502	0.533776	1	2980	"tags=52%, list=14%, signal=60%"
MICROTUBULE ORGANIZING CENTER	MICROTUBULE ORGANIZING CENTER	330	-0.15925035	-1.1570764	0.22736418	0.53541	1	4519	"tags=24%, list=21%, signal=29%"
SODIUM CHANNEL ACTIVITY	SODIUM CHANNEL ACTIVITY	30	-0.38388085	-1.1570408	0.1849711	0.5344956	1	2355	"tags=40%, list=11%, signal=45%"
CELL PROJECTION MEMBRANE	CELL PROJECTION MEMBRANE	15	-0.4114294	-1.1565487	0.27307692	0.5341937	1	4222	"tags=53%, list=19%, signal=66%"
REGULATION OF AMPA RECEPTOR ACTIVITY	REGULATION OF AMPA RECEPTOR ACTIVITY	22	-0.76801324	-1.1563194	0	0.53339046	1	4549	"tags=91%, list=21%, signal=115%"
PROTEIN DOMAIN SPECIFIC BINDING	PROTEIN DOMAIN SPECIFIC BINDING	318	-0.21922676	-1.1560906	0.20038536	0.5325323	1	3461	"tags=27%, list=16%, signal=31%"
NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY	NEGATIVE REGULATION OF PHOSPHOPROTEIN PHOSPHATASE ACTIVITY	46	-0.3199175	-1.1553754	0.21679688	0.5326363	1	4369	"tags=39%, list=20%, signal=49%"
RAB GTPASE BINDING	RAB GTPASE BINDING	136	-0.2937172	-1.1537399	0.30632412	0.5354003	1	4508	"tags=37%, list=21%, signal=46%"
LONG-TERM SYNAPTIC DEPRESSION	LONG-TERM SYNAPTIC DEPRESSION	18	-0.5246343	-1.1536343	0.2193676	0.5345659	1	4824	"tags=67%, list=22%, signal=86%"
ADHERENS JUNCTION ORGANIZATION	ADHERENS JUNCTION ORGANIZATION	30	-0.48178452	-1.1530243	0.18110237	0.535526	1	3666	"tags=47%, list=17%, signal=56%"
RECEPTOR LIGAND ACTIVITY	RECEPTOR LIGAND ACTIVITY	30	-0.30452275	-1.152437	0.09677419	0.53584784	1	2146	"tags=23%, list=10%, signal=26%"
ARF GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	ARF GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY	17	-0.44345012	-1.1505276	0.33203125	0.53776246	1	2711	"tags=47%, list=12%, signal=54%"
PRESYNAPTIC ACTIVE ZONE CYTOPLASMIC COMPONENT	PRESYNAPTIC ACTIVE ZONE CYTOPLASMIC COMPONENT	18	-0.7665176	-1.14826	0	0.5413595	1	3547	"tags=78%, list=16%, signal=93%"
CALCIUM-DEPENDENT PROTEIN BINDING	CALCIUM-DEPENDENT PROTEIN BINDING	70	-0.30216786	-1.1482409	0.3	0.5403668	1	1946	"tags=27%, list=9%, signal=30%"
POSITIVE REGULATION OF DENDRITIC SPINE MORPHOGENESIS	POSITIVE REGULATION OF DENDRITIC SPINE MORPHOGENESIS	29	-0.50474185	-1.1471756	0.43554688	0.54178333	1	2980	"tags=48%, list=14%, signal=56%"
ACTIVATION OF ADENYLATE CYCLASE ACTIVITY	ACTIVATION OF ADENYLATE CYCLASE ACTIVITY	21	-0.4115595	-1.1467656	0.18145162	0.5415433	1	2003	"tags=29%, list=9%, signal=31%"
HISTONE H4-K16 ACETYLATION	HISTONE H4-K16 ACETYLATION	15	-0.4547513	-1.1466343	0.2193676	0.54081297	1	4140	"tags=40%, list=19%, signal=49%"
NEURON PROJECTION MORPHOGENESIS	NEURON PROJECTION MORPHOGENESIS	72	-0.36742625	-1.1463317	0.28458497	0.5403717	1	4677	"tags=46%, list=21%, signal=58%"
HISTONE H3-K4 METHYLATION	HISTONE H3-K4 METHYLATION	23	-0.41815463	-1.1461104	0.28458497	0.5401293	1	7485	"tags=61%, list=34%, signal=93%"
REGULATION OF PROTEIN STABILITY	REGULATION OF PROTEIN STABILITY	79	-0.19528387	-1.1458757	0.09467456	0.53942776	1	4847	"tags=33%, list=22%, signal=42%"
NEGATIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION	NEGATIVE REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION	22	-0.38177222	-1.1455079	0.28458497	0.5394019	1	3850	"tags=36%, list=18%, signal=44%"
INSULIN SECRETION	INSULIN SECRETION	35	-0.33851194	-1.145262	0.0996016	0.53925574	1	3171	"tags=43%, list=15%, signal=50%"
CEREBELLUM DEVELOPMENT	CEREBELLUM DEVELOPMENT	57	-0.46119738	-1.1440803	0	0.5405225	1	5090	"tags=61%, list=23%, signal=80%"
VOLTAGE-GATED SODIUM CHANNEL COMPLEX	VOLTAGE-GATED SODIUM CHANNEL COMPLEX	16	-0.59243983	-1.1439786	0.3339921	0.53981525	1	2355	"tags=56%, list=11%, signal=63%"
MICROTUBULE ASSOCIATED COMPLEX	MICROTUBULE ASSOCIATED COMPLEX	24	-0.5760128	-1.1438371	0	0.538909	1	4892	"tags=67%, list=22%, signal=86%"
CELLULAR RESPONSE TO CAMP	CELLULAR RESPONSE TO CAMP	53	-0.2948677	-1.1428468	0.295858	0.5398391	1	2902	"tags=32%, list=13%, signal=37%"
ACTIVATION OF GTPASE ACTIVITY	ACTIVATION OF GTPASE ACTIVITY	78	-0.30441675	-1.142136	0.3918919	0.54027325	1	5198	"tags=49%, list=24%, signal=64%"
SPINDLE	SPINDLE	182	-0.1577187	-1.1405466	0.09255533	0.54278725	1	3905	"tags=21%, list=18%, signal=25%"
MEMBRANE COAT	MEMBRANE COAT	29	-0.4021292	-1.1397438	0.34122288	0.5435691	1	5199	"tags=48%, list=24%, signal=63%"
MULTICELLULAR ORGANISM AGING	MULTICELLULAR ORGANISM AGING	19	-0.36654118	-1.1396972	0.2984496	0.5428337	1	3123	"tags=32%, list=14%, signal=37%"
NEURON PROJECTION EXTENSION	NEURON PROJECTION EXTENSION	24	-0.36714244	-1.1385238	0.28346458	0.5439722	1	2147	"tags=25%, list=10%, signal=28%"
FOUR-WAY JUNCTION DNA BINDING	FOUR-WAY JUNCTION DNA BINDING	18	-0.35100776	-1.1382514	0.2800789	0.5439246	1	4066	"tags=28%, list=19%, signal=34%"
IONOTROPIC GLUTAMATE RECEPTOR ACTIVITY	IONOTROPIC GLUTAMATE RECEPTOR ACTIVITY	18	-0.70091814	-1.1369293	0	0.5462582	1	2866	"tags=78%, list=13%, signal=89%"
REGULATION OF LONG-TERM SYNAPTIC POTENTIATION	REGULATION OF LONG-TERM SYNAPTIC POTENTIATION	16	-0.40991098	-1.1369243	0.20717132	0.5453553	1	1863	"tags=38%, list=9%, signal=41%"
CALMODULIN-DEPENDENT PROTEIN KINASE ACTIVITY	CALMODULIN-DEPENDENT PROTEIN KINASE ACTIVITY	21	-0.5037445	-1.1357293	0.11660079	0.5462797	1	3414	"tags=48%, list=16%, signal=56%"
CYTOPLASMIC MICROTUBULE ORGANIZATION	CYTOPLASMIC MICROTUBULE ORGANIZATION	42	-0.34839135	-1.135694	0.22332016	0.54540294	1	4469	"tags=40%, list=20%, signal=51%"
POSITIVE REGULATION OF AXON EXTENSION	POSITIVE REGULATION OF AXON EXTENSION	45	-0.39254445	-1.135668	0.09881423	0.54444647	1	3401	"tags=40%, list=16%, signal=47%"
NEUROPEPTIDE SIGNALING PATHWAY	NEUROPEPTIDE SIGNALING PATHWAY	98	-0.3030933	-1.1352069	0.17791411	0.54455304	1	3191	"tags=32%, list=15%, signal=37%"
REGULATION OF CARDIAC MUSCLE CONTRACTION	REGULATION OF CARDIAC MUSCLE CONTRACTION	17	-0.35355997	-1.1338513	0.28100777	0.54589903	1	2584	"tags=35%, list=12%, signal=40%"
COP9 SIGNALOSOME	COP9 SIGNALOSOME	34	-0.28160265	-1.1336409	0.3339921	0.54550624	1	4906	"tags=38%, list=22%, signal=49%"
ACTIVATION OF PROTEIN KINASE B ACTIVITY	ACTIVATION OF PROTEIN KINASE B ACTIVITY	23	-0.44082466	-1.1330506	0	0.54539704	1	4565	"tags=48%, list=21%, signal=60%"
GOLGI MEMBRANE	GOLGI MEMBRANE	461	-0.20250279	-1.1324449	0.11660079	0.5457642	1	4843	"tags=33%, list=22%, signal=41%"
POSITIVE REGULATION OF NEURON DIFFERENTIATION	POSITIVE REGULATION OF NEURON DIFFERENTIATION	105	-0.30136096	-1.1323892	0.18110237	0.54481816	1	3240	"tags=29%, list=15%, signal=33%"
REGULATION OF AXONOGENESIS	REGULATION OF AXONOGENESIS	24	-0.5873425	-1.1322751	0	0.5439335	1	1520	"tags=54%, list=7%, signal=58%"
RETINAL GANGLION CELL AXON GUIDANCE	RETINAL GANGLION CELL AXON GUIDANCE	18	-0.49024215	-1.1301866	0.18661258	0.5469945	1	3741	"tags=67%, list=17%, signal=80%"
TAU PROTEIN BINDING	TAU PROTEIN BINDING	22	-0.4172291	-1.1299822	0.43307087	0.5463221	1	5321	"tags=59%, list=24%, signal=78%"
AXONEME	AXONEME	90	-0.2735099	-1.1291652	0.30522087	0.5472915	1	5075	"tags=32%, list=23%, signal=42%"
MITOTIC SPINDLE	MITOTIC SPINDLE	89	-0.21645568	-1.1290708	0.19009902	0.546468	1	5134	"tags=35%, list=24%, signal=45%"
"SYNAPTIC TRANSMISSION, DOPAMINERGIC"	"SYNAPTIC TRANSMISSION, DOPAMINERGIC"	15	-0.46748522	-1.1281487	0.27865613	0.54709375	1	5550	"tags=60%, list=25%, signal=80%"
CHLORIDE CHANNEL ACTIVITY	CHLORIDE CHANNEL ACTIVITY	54	-0.28464472	-1.1279255	0.17299578	0.54660106	1	2023	"tags=30%, list=9%, signal=33%"
ADHERENS JUNCTION	ADHERENS JUNCTION	86	-0.31309992	-1.1271873	0.4019231	0.54745114	1	4482	"tags=43%, list=21%, signal=54%"
CLATHRIN COAT ASSEMBLY	CLATHRIN COAT ASSEMBLY	16	-0.6625764	-1.1267627	0	0.54717577	1	4121	"tags=63%, list=19%, signal=77%"
CLEAVAGE FURROW	CLEAVAGE FURROW	50	-0.26656547	-1.1239284	0.2868526	0.55265933	1	3033	"tags=28%, list=14%, signal=32%"
DYNEIN LIGHT INTERMEDIATE CHAIN BINDING	DYNEIN LIGHT INTERMEDIATE CHAIN BINDING	31	-0.30306274	-1.1238242	0.31300813	0.5518199	1	5270	"tags=42%, list=24%, signal=55%"
AMP BINDING	AMP BINDING	16	-0.40213874	-1.1219567	0.21541502	0.55381256	1	2037	"tags=31%, list=9%, signal=34%"
GLYCOGEN METABOLIC PROCESS	GLYCOGEN METABOLIC PROCESS	39	-0.2439234	-1.1205218	0.19291338	0.555446	1	5340	"tags=36%, list=24%, signal=47%"
ALPHA-TUBULIN BINDING	ALPHA-TUBULIN BINDING	36	-0.32826507	-1.1196947	0.42973524	0.55601716	1	4256	"tags=36%, list=19%, signal=45%"
CADHERIN BINDING	CADHERIN BINDING	61	-0.37376308	-1.119193	0.28402367	0.55604357	1	3609	"tags=39%, list=17%, signal=47%"
RESPONSE TO MUSCLE ACTIVITY	RESPONSE TO MUSCLE ACTIVITY	20	-0.34784105	-1.11588	0.29856852	0.56120044	1	5720	"tags=55%, list=26%, signal=74%"
GLUCOCORTICOID RECEPTOR BINDING	GLUCOCORTICOID RECEPTOR BINDING	21	-0.29593593	-1.1127739	0.30057803	0.56704074	1	3954	"tags=38%, list=18%, signal=46%"
FILAMENTOUS ACTIN	FILAMENTOUS ACTIN	41	-0.251511	-1.1120499	0.30204082	0.56711704	1	4323	"tags=34%, list=20%, signal=43%"
SPROUTING ANGIOGENESIS	SPROUTING ANGIOGENESIS	29	-0.34972212	-1.1118016	0.28973842	0.5666391	1	1134	"tags=17%, list=5%, signal=18%"
CENTRAL NERVOUS SYSTEM MYELINATION	CENTRAL NERVOUS SYSTEM MYELINATION	15	-0.45610896	-1.1091815	0.3919192	0.5709587	1	4056	"tags=40%, list=19%, signal=49%"
INCLUSION BODY	INCLUSION BODY	22	-0.25924706	-1.109138	0.3	0.5700622	1	4473	"tags=32%, list=20%, signal=40%"
NUA4 HISTONE ACETYLTRANSFERASE COMPLEX	NUA4 HISTONE ACETYLTRANSFERASE COMPLEX	20	-0.3211945	-1.1090479	0.33333334	0.5693547	1	4431	"tags=30%, list=20%, signal=38%"
KINESIN COMPLEX	KINESIN COMPLEX	47	-0.3051307	-1.1078589	0.19762845	0.57204163	1	2420	"tags=28%, list=11%, signal=31%"
RECEPTOR CLUSTERING	RECEPTOR CLUSTERING	31	-0.41968507	-1.1072943	0.1027668	0.57209134	1	3573	"tags=52%, list=16%, signal=62%"
PROTEIN O-LINKED MANNOSYLATION	PROTEIN O-LINKED MANNOSYLATION	15	-0.4180832	-1.1070983	0.27865613	0.571437	1	4157	"tags=47%, list=19%, signal=58%"
NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS	NEGATIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS	17	-0.33915454	-1.1064761	0.19267823	0.57205564	1	3587	"tags=41%, list=16%, signal=49%"
NEGATIVE REGULATION OF PHOSPHATASE ACTIVITY	NEGATIVE REGULATION OF PHOSPHATASE ACTIVITY	48	-0.22848606	-1.1055783	0.39458415	0.5727788	1	4107	"tags=29%, list=19%, signal=36%"
POSITIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE	POSITIVE REGULATION OF G2/M TRANSITION OF MITOTIC CELL CYCLE	27	-0.222002	-1.1053811	0.09795918	0.5722751	1	3585	"tags=26%, list=16%, signal=31%"
NUCLEAR MIGRATION	NUCLEAR MIGRATION	16	-0.40626693	-1.10457	0.37307692	0.5732868	1	3967	"tags=44%, list=18%, signal=53%"
REGULATION OF PH	REGULATION OF PH	25	-0.31704387	-1.1044225	0.1	0.57262135	1	2206	"tags=24%, list=10%, signal=27%"
VESICLE TRANSPORT ALONG MICROTUBULE	VESICLE TRANSPORT ALONG MICROTUBULE	17	-0.29800516	-1.1038558	0.31835938	0.5723144	1	4377	"tags=47%, list=20%, signal=59%"
POSTSYNAPTIC ACTIN CYTOSKELETON ORGANIZATION	POSTSYNAPTIC ACTIN CYTOSKELETON ORGANIZATION	22	-0.55533856	-1.1037375	0.21541502	0.5716789	1	2395	"tags=55%, list=11%, signal=61%"
GLUTAMATE RECEPTOR ACTIVITY	GLUTAMATE RECEPTOR ACTIVITY	22	-0.64729625	-1.1036355	0	0.570967	1	3365	"tags=77%, list=15%, signal=91%"
BARBED-END ACTIN FILAMENT CAPPING	BARBED-END ACTIN FILAMENT CAPPING	16	-0.3155221	-1.1035454	0.39685658	0.5702879	1	2270	"tags=19%, list=10%, signal=21%"
INNERVATION	INNERVATION	22	-0.51005477	-1.1033083	0.28458497	0.569825	1	2358	"tags=45%, list=11%, signal=51%"
POSITIVE REGULATION OF WNT SIGNALING PATHWAY	POSITIVE REGULATION OF WNT SIGNALING PATHWAY	35	-0.3141153	-1.1026838	0.2769231	0.5699844	1	2995	"tags=31%, list=14%, signal=36%"
REGULATION OF NEUROTRANSMITTER RECEPTOR LOCALIZATION TO POSTSYNAPTIC SPECIALIZATION MEMBRANE	REGULATION OF NEUROTRANSMITTER RECEPTOR LOCALIZATION TO POSTSYNAPTIC SPECIALIZATION MEMBRANE	16	-0.48802418	-1.1024246	0	0.56945336	1	6049	"tags=75%, list=28%, signal=104%"
NEGATIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION	NEGATIVE REGULATION OF PEPTIDYL-THREONINE PHOSPHORYLATION	16	-0.42727646	-1.102262	0.40118578	0.56898135	1	5405	"tags=50%, list=25%, signal=66%"
POSITIVE REGULATION OF KINASE ACTIVITY	POSITIVE REGULATION OF KINASE ACTIVITY	59	-0.31055412	-1.1015269	0.39271256	0.56975466	1	2052	"tags=24%, list=9%, signal=26%"
REGULATION OF SODIUM ION TRANSPORT	REGULATION OF SODIUM ION TRANSPORT	22	-0.36107978	-1.1010984	0.29090908	0.56938404	1	3043	"tags=41%, list=14%, signal=47%"
INTRACELLULAR CALCIUM ACTIVATED CHLORIDE CHANNEL ACTIVITY	INTRACELLULAR CALCIUM ACTIVATED CHLORIDE CHANNEL ACTIVITY	19	-0.31223258	-1.0989492	0.3713733	0.5732762	1	2060	"tags=26%, list=9%, signal=29%"
POSITIVE REGULATION OF TOR SIGNALING	POSITIVE REGULATION OF TOR SIGNALING	30	-0.26392794	-1.0984768	0.31299213	0.5734415	1	3334	"tags=20%, list=15%, signal=24%"
DYNEIN COMPLEX	DYNEIN COMPLEX	43	-0.33676782	-1.0979185	0.28861788	0.57434154	1	5701	"tags=44%, list=26%, signal=60%"
ENDOCYTIC VESICLE	ENDOCYTIC VESICLE	59	-0.30307218	-1.0962613	0.28402367	0.5764916	1	4058	"tags=36%, list=19%, signal=44%"
CELLULAR RESPONSE TO CHOLESTEROL	CELLULAR RESPONSE TO CHOLESTEROL	17	-0.43703	-1.0948342	0.2769231	0.5789189	1	921	"tags=24%, list=4%, signal=25%"
NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED NEURON DEATH	NEGATIVE REGULATION OF OXIDATIVE STRESS-INDUCED NEURON DEATH	17	-0.3443642	-1.0947269	0.20961538	0.578165	1	5896	"tags=47%, list=27%, signal=64%"
CANONICAL WNT SIGNALING PATHWAY	CANONICAL WNT SIGNALING PATHWAY	64	-0.34431186	-1.094369	0.28973842	0.5778741	1	4540	"tags=41%, list=21%, signal=51%"
HORMONE-MEDIATED SIGNALING PATHWAY	HORMONE-MEDIATED SIGNALING PATHWAY	39	-0.29788694	-1.0938928	0.1979798	0.57785416	1	1947	"tags=21%, list=9%, signal=22%"
TRANS-GOLGI NETWORK	TRANS-GOLGI NETWORK	179	-0.2300627	-1.0933623	0.23517786	0.5780734	1	5597	"tags=38%, list=26%, signal=51%"
REGULATION OF VENTRICULAR CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION	REGULATION OF VENTRICULAR CARDIAC MUSCLE CELL MEMBRANE REPOLARIZATION	20	-0.3311674	-1.0929812	0.37698412	0.5780415	1	1985	"tags=25%, list=9%, signal=27%"
CELL-CELL ADHERENS JUNCTION	CELL-CELL ADHERENS JUNCTION	90	-0.3130494	-1.0928113	0.38264298	0.5775654	1	3726	"tags=39%, list=17%, signal=47%"
DETECTION OF MECHANICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF SOUND	DETECTION OF MECHANICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF SOUND	17	-0.3471357	-1.0908437	0.4048583	0.5804421	1	1741	"tags=24%, list=8%, signal=26%"
CYTOSKELETAL PROTEIN BINDING	CYTOSKELETAL PROTEIN BINDING	92	-0.29070362	-1.0892931	0.29174665	0.5835251	1	3942	"tags=33%, list=18%, signal=40%"
"3',5'-CYCLIC-GMP PHOSPHODIESTERASE ACTIVITY"	"3',5'-CYCLIC-GMP PHOSPHODIESTERASE ACTIVITY"	17	-0.34736633	-1.088829	0.19631901	0.5842717	1	2387	"tags=35%, list=11%, signal=40%"
NEURON MATURATION	NEURON MATURATION	15	-0.51899	-1.0887927	0.28174603	0.58342785	1	4056	"tags=53%, list=19%, signal=65%"
MYELINATION IN PERIPHERAL NERVOUS SYSTEM	MYELINATION IN PERIPHERAL NERVOUS SYSTEM	19	-0.38137594	-1.0871267	0.29208925	0.58660525	1	1466	"tags=32%, list=7%, signal=34%"
STEROID BINDING	STEROID BINDING	30	-0.3737782	-1.0859241	0.2936508	0.5877492	1	871	"tags=20%, list=4%, signal=21%"
CATION TRANSPORT	CATION TRANSPORT	75	-0.26911995	-1.0858151	0.28973842	0.58705825	1	3981	"tags=29%, list=18%, signal=36%"
EPHRIN RECEPTOR BINDING	EPHRIN RECEPTOR BINDING	30	-0.44911575	-1.0850947	0.3339921	0.5875929	1	5114	"tags=67%, list=23%, signal=87%"
NEGATIVE REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY	NEGATIVE REGULATION OF ANDROGEN RECEPTOR SIGNALING PATHWAY	17	-0.38128743	-1.0843898	0.51292247	0.58810353	1	3083	"tags=35%, list=14%, signal=41%"
