NAME	GS<br> follow link to MSigDB	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
"OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, REDUCED FLAVIN OR FLAVOPROTEIN AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN"	"OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, REDUCED FLAVIN OR FLAVOPROTEIN AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN"	47	0.40422687	1.0858654	0.2193676	0.45695522	1	7759	"tags=53%, list=36%, signal=82%"
MITOTIC G2 DNA DAMAGE CHECKPOINT	MITOTIC G2 DNA DAMAGE CHECKPOINT	22	0.29439136	1.0850843	0.4762846	0.45816997	1	6642	"tags=41%, list=30%, signal=59%"
BONE MINERALIZATION	BONE MINERALIZATION	38	0.41983172	1.0841454	0.36418512	0.45973125	1	4183	"tags=37%, list=19%, signal=45%"
NUCLEAR RECEPTOR ACTIVITY	NUCLEAR RECEPTOR ACTIVITY	39	0.3011172	1.081726	0.29375	0.46435633	1	3683	"tags=31%, list=17%, signal=37%"
NEGATIVE REGULATION OF CELL MIGRATION	NEGATIVE REGULATION OF CELL MIGRATION	117	0.25802705	1.0813733	0.30208334	0.4647095	1	2273	"tags=15%, list=10%, signal=16%"
REGULATION OF EMBRYONIC DEVELOPMENT	REGULATION OF EMBRYONIC DEVELOPMENT	19	0.36402595	1.0811658	0.28827038	0.46477115	1	761	"tags=11%, list=3%, signal=11%"
PROTEIN MATURATION	PROTEIN MATURATION	18	0.30676898	1.0811654	0.100790516	0.46444067	1	6790	"tags=44%, list=31%, signal=64%"
RESPONSE TO RETINOIC ACID	RESPONSE TO RETINOIC ACID	55	0.4231541	1.0802166	0.22287968	0.4660078	1	4169	"tags=29%, list=19%, signal=36%"
MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE BINDING	MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE BINDING	24	0.24438399	1.0798463	0.29471543	0.46648484	1	5945	"tags=33%, list=27%, signal=46%"
SPERMATID DEVELOPMENT	SPERMATID DEVELOPMENT	99	0.28395888	1.0798331	0.39130434	0.4662411	1	6791	"tags=39%, list=31%, signal=57%"
CARBONATE DEHYDRATASE ACTIVITY	CARBONATE DEHYDRATASE ACTIVITY	16	0.40530184	1.0784653	0.41916168	0.46789187	1	2219	"tags=25%, list=10%, signal=28%"
ANION TRANSPORT	ANION TRANSPORT	29	0.29923326	1.0783584	0.36418512	0.46775472	1	4713	"tags=28%, list=22%, signal=35%"
MITOCHONDRIAL MATRIX	MITOCHONDRIAL MATRIX	210	0.17130062	1.0777144	0.37307692	0.4685681	1	6881	"tags=30%, list=32%, signal=44%"
REGULATION OF DNA REPLICATION	REGULATION OF DNA REPLICATION	20	0.3342935	1.0773218	0.3339921	0.46891326	1	7039	"tags=50%, list=32%, signal=74%"
RESPONSE TO FOOD	RESPONSE TO FOOD	23	0.3601786	1.0772631	0.3280318	0.46862468	1	3900	"tags=30%, list=18%, signal=37%"
NEGATIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS	NEGATIVE REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS	29	0.413559	1.0766859	0.2781065	0.46898872	1	6282	"tags=55%, list=29%, signal=77%"
KINETOCHORE	KINETOCHORE	117	0.19613814	1.0763923	0.40882918	0.46923047	1	6531	"tags=32%, list=30%, signal=45%"
TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY	TRANSMEMBRANE RECEPTOR PROTEIN TYROSINE KINASE SIGNALING PATHWAY	105	0.27389622	1.0760757	0.28827038	0.46942773	1	3117	"tags=20%, list=14%, signal=23%"
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY	40	0.281424	1.0755252	0.41700405	0.47009036	1	4293	"tags=33%, list=20%, signal=40%"
LIGASE ACTIVITY	LIGASE ACTIVITY	127	0.17432205	1.0753672	0.4024145	0.47011036	1	6856	"tags=26%, list=31%, signal=38%"
ROUGH ENDOPLASMIC RETICULUM	ROUGH ENDOPLASMIC RETICULUM	82	0.24176012	1.0753324	0.31299213	0.4697795	1	4308	"tags=20%, list=20%, signal=24%"
MOTILE CILIUM ASSEMBLY	MOTILE CILIUM ASSEMBLY	24	0.3449497	1.0742625	0.42566192	0.47071767	1	6095	"tags=33%, list=28%, signal=46%"
SEMINIFEROUS TUBULE DEVELOPMENT	SEMINIFEROUS TUBULE DEVELOPMENT	17	0.3766764	1.0736997	0.42664093	0.47121418	1	6659	"tags=53%, list=31%, signal=76%"
CELLULAR RESPONSE TO INTERLEUKIN-4	CELLULAR RESPONSE TO INTERLEUKIN-4	26	0.28798634	1.0730944	0.42829457	0.47186092	1	4876	"tags=27%, list=22%, signal=35%"
POSITIVE REGULATION OF EPITHELIAL CELL PROLIFERATION	POSITIVE REGULATION OF EPITHELIAL CELL PROLIFERATION	72	0.30730832	1.0730181	0.40040243	0.471719	1	3117	"tags=17%, list=14%, signal=19%"
MYOSIN COMPLEX	MYOSIN COMPLEX	52	0.27624443	1.0728083	0.32544377	0.47167158	1	3882	"tags=25%, list=18%, signal=30%"
XENOBIOTIC METABOLIC PROCESS	XENOBIOTIC METABOLIC PROCESS	60	0.37914705	1.0720749	0.33072406	0.47264892	1	7759	"tags=50%, list=36%, signal=77%"
MITOTIC CELL CYCLE PHASE TRANSITION	MITOTIC CELL CYCLE PHASE TRANSITION	22	0.31329852	1.0717559	0.33333334	0.4727459	1	4983	"tags=36%, list=23%, signal=47%"
MIDBODY ABSCISSION	MIDBODY ABSCISSION	16	0.27257535	1.0717077	0.395112	0.4724543	1	440	"tags=6%, list=2%, signal=6%"
CELLULAR RESPONSE TO EPIDERMAL GROWTH FACTOR STIMULUS	CELLULAR RESPONSE TO EPIDERMAL GROWTH FACTOR STIMULUS	52	0.27547824	1.0706241	0.41458333	0.47419047	1	3459	"tags=17%, list=16%, signal=21%"
CHROMATIN BINDING	CHROMATIN BINDING	450	0.19629711	1.068302	0.19675456	0.47765318	1	5054	"tags=20%, list=23%, signal=25%"
G1/S TRANSITION OF MITOTIC CELL CYCLE	G1/S TRANSITION OF MITOTIC CELL CYCLE	59	0.19218184	1.0671523	0.3838384	0.47905615	1	6442	"tags=29%, list=30%, signal=41%"
VACUOLE	VACUOLE	19	0.35110173	1.0661385	0.41304347	0.48040247	1	2698	"tags=16%, list=12%, signal=18%"
CELL-SUBSTRATE ADHESION	CELL-SUBSTRATE ADHESION	20	0.39163053	1.0658815	0.3846154	0.48032886	1	5306	"tags=35%, list=24%, signal=46%"
SOMITOGENESIS	SOMITOGENESIS	53	0.33746344	1.0642511	0.5641026	0.48276263	1	3542	"tags=21%, list=16%, signal=25%"
NUCLEOSOME	NUCLEOSOME	30	0.39319706	1.0635593	0.3339921	0.48333383	1	6366	"tags=43%, list=29%, signal=61%"
ORGANIC ACID METABOLIC PROCESS	ORGANIC ACID METABOLIC PROCESS	41	0.38961706	1.0630133	0.3181818	0.48402342	1	7759	"tags=49%, list=36%, signal=76%"
GALACTOSYLTRANSFERASE ACTIVITY	GALACTOSYLTRANSFERASE ACTIVITY	22	0.28035682	1.0624235	0.3870334	0.48482722	1	3587	"tags=23%, list=16%, signal=27%"
REPLICATION FORK	REPLICATION FORK	24	0.29994547	1.0620139	0.27865613	0.48519957	1	5739	"tags=25%, list=26%, signal=34%"
EPOXYGENASE P450 PATHWAY	EPOXYGENASE P450 PATHWAY	25	0.43941066	1.0617466	0.28458497	0.4856549	1	7759	"tags=60%, list=36%, signal=93%"
L-ASCORBIC ACID BINDING	L-ASCORBIC ACID BINDING	19	0.33974603	1.0615025	0.2972441	0.4858987	1	3807	"tags=26%, list=17%, signal=32%"
GLUCOSE METABOLIC PROCESS	GLUCOSE METABOLIC PROCESS	60	0.2817445	1.0614591	0.2917505	0.48560166	1	4525	"tags=23%, list=21%, signal=29%"
PROTEIN LOCALIZATION TO MEMBRANE	PROTEIN LOCALIZATION TO MEMBRANE	23	0.29641557	1.0611709	0.29645094	0.48578563	1	3522	"tags=17%, list=16%, signal=21%"
NEUTRAL AMINO ACID TRANSPORT	NEUTRAL AMINO ACID TRANSPORT	15	0.29660726	1.0582366	0.2	0.49100095	1	3460	"tags=27%, list=16%, signal=32%"
ACTIVIN RECEPTOR SIGNALING PATHWAY	ACTIVIN RECEPTOR SIGNALING PATHWAY	16	0.37117675	1.0570316	0.19583334	0.49270517	1	1904	"tags=25%, list=9%, signal=27%"
NEGATIVE REGULATION OF PHOSPHORYLATION	NEGATIVE REGULATION OF PHOSPHORYLATION	17	0.35645396	1.0557911	0.5440313	0.49461257	1	6595	"tags=47%, list=30%, signal=67%"
PROTEIN KINASE C SIGNALING	PROTEIN KINASE C SIGNALING	16	0.35671636	1.0551833	0.39539346	0.49525708	1	3259	"tags=19%, list=15%, signal=22%"
CELLULAR RESPONSE TO ESTRADIOL STIMULUS	CELLULAR RESPONSE TO ESTRADIOL STIMULUS	40	0.25303388	1.0540222	0.2747934	0.4963135	1	4857	"tags=23%, list=22%, signal=29%"
NEGATIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL	NEGATIVE REGULATION OF MITOCHONDRIAL MEMBRANE POTENTIAL	15	0.28196225	1.0537652	0.19551934	0.49655688	1	372	"tags=7%, list=2%, signal=7%"
NEGATIVE REGULATION OF CELL CYCLE ARREST	NEGATIVE REGULATION OF CELL CYCLE ARREST	21	0.30012304	1.0533658	0.3952569	0.49674016	1	3502	"tags=19%, list=16%, signal=23%"
PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING	PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING	45	0.2834228	1.0533417	0.29352227	0.49639684	1	1306	"tags=13%, list=6%, signal=14%"
CELLULAR RESPONSE TO PEPTIDE	CELLULAR RESPONSE TO PEPTIDE	19	0.2703974	1.0531943	0.26760563	0.4963124	1	4109	"tags=26%, list=19%, signal=32%"
MONOOXYGENASE ACTIVITY	MONOOXYGENASE ACTIVITY	114	0.34276462	1.0519123	0.44773176	0.49833	1	4957	"tags=30%, list=23%, signal=38%"
POSITIVE REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS	POSITIVE REGULATION OF BRANCHING INVOLVED IN URETERIC BUD MORPHOGENESIS	21	0.45567796	1.0498147	0.40039447	0.5016191	1	3791	"tags=29%, list=17%, signal=35%"
ESTABLISHMENT OR MAINTENANCE OF ACTIN CYTOSKELETON POLARITY	ESTABLISHMENT OR MAINTENANCE OF ACTIN CYTOSKELETON POLARITY	15	0.33758405	1.0495346	0.38663968	0.5016877	1	1681	"tags=13%, list=8%, signal=14%"
CATION CHANNEL ACTIVITY	CATION CHANNEL ACTIVITY	46	0.30615747	1.0494286	0.20833333	0.5015241	1	3873	"tags=28%, list=18%, signal=34%"
ODORANT BINDING	ODORANT BINDING	105	0.48871464	1.0492954	0.29083666	0.50131774	1	7743	"tags=70%, list=35%, signal=109%"
POSITIVE REGULATION OF BLOOD VESSEL DIAMETER	POSITIVE REGULATION OF BLOOD VESSEL DIAMETER	30	0.40955994	1.0492417	0.29158512	0.50103843	1	4331	"tags=37%, list=20%, signal=46%"
CELLULAR GLUCOSE HOMEOSTASIS	CELLULAR GLUCOSE HOMEOSTASIS	24	0.3260452	1.0491061	0.3919192	0.5007944	1	2389	"tags=21%, list=11%, signal=23%"
NEGATIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	NEGATIVE REGULATION OF PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	31	0.2421621	1.0476242	0.30125523	0.502855	1	5130	"tags=26%, list=24%, signal=34%"
COCHLEA MORPHOGENESIS	COCHLEA MORPHOGENESIS	22	0.40444946	1.0472671	0.28656125	0.5029993	1	2948	"tags=18%, list=14%, signal=21%"
MATURATION OF SSU-RRNA	MATURATION OF SSU-RRNA	17	0.41637537	1.0472659	0.27961165	0.50265366	1	9735	"tags=82%, list=45%, signal=149%"
NUCLEOSIDE DIPHOSPHATE PHOSPHORYLATION	NUCLEOSIDE DIPHOSPHATE PHOSPHORYLATION	16	0.3713527	1.0442474	0.3846154	0.5074118	1	5282	"tags=38%, list=24%, signal=49%"
MUSCLE ORGAN DEVELOPMENT	MUSCLE ORGAN DEVELOPMENT	57	0.32785168	1.0420916	0.4889336	0.5112726	1	5284	"tags=32%, list=24%, signal=42%"
ACTIN BINDING	ACTIN BINDING	368	0.22867572	1.041556	0.4	0.5120426	1	3552	"tags=18%, list=16%, signal=21%"
OSSIFICATION	OSSIFICATION	103	0.36992207	1.0411246	0.31360948	0.51260364	1	4337	"tags=29%, list=20%, signal=36%"
REGULATION OF LIPID METABOLIC PROCESS	REGULATION OF LIPID METABOLIC PROCESS	33	0.27390015	1.040019	0.3808554	0.5142468	1	5971	"tags=36%, list=27%, signal=50%"
ZINC ION TRANSPORT	ZINC ION TRANSPORT	26	0.23398942	1.0398396	0.29447854	0.51423115	1	3983	"tags=19%, list=18%, signal=23%"
HYDROGEN PEROXIDE CATABOLIC PROCESS	HYDROGEN PEROXIDE CATABOLIC PROCESS	18	0.34736112	1.039808	0.3148515	0.51395196	1	1912	"tags=11%, list=9%, signal=12%"
NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY	NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY	57	0.25819752	1.037446	0.30208334	0.5182724	1	4106	"tags=21%, list=19%, signal=26%"
PHEROMONE RECEPTOR ACTIVITY	PHEROMONE RECEPTOR ACTIVITY	71	0.42314023	1.0361623	0.46450305	0.5198265	1	8496	"tags=62%, list=39%, signal=101%"
CARBOXYLIC ESTER HYDROLASE ACTIVITY	CARBOXYLIC ESTER HYDROLASE ACTIVITY	59	0.28328457	1.036046	0.27613413	0.51979077	1	1796	"tags=14%, list=8%, signal=15%"
CENTROSOME DUPLICATION	CENTROSOME DUPLICATION	15	0.3898476	1.0360407	0.541502	0.5194349	1	5937	"tags=40%, list=27%, signal=55%"
RESPONSE TO HYDROGEN PEROXIDE	RESPONSE TO HYDROGEN PEROXIDE	61	0.21064328	1.0341959	0.48526523	0.5219854	1	5247	"tags=28%, list=24%, signal=37%"
ANKYRIN BINDING	ANKYRIN BINDING	22	0.36338565	1.0323027	0.48073024	0.524298	1	1789	"tags=18%, list=8%, signal=20%"
CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS	CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS	22	0.2875284	1.0318556	0.3995943	0.5246901	1	4378	"tags=27%, list=20%, signal=34%"
PROTEIN TYROSINE PHOSPHATASE ACTIVITY	PROTEIN TYROSINE PHOSPHATASE ACTIVITY	98	0.20765452	1.0316807	0.40833333	0.5246806	1	3777	"tags=16%, list=17%, signal=20%"
RETINA HOMEOSTASIS	RETINA HOMEOSTASIS	15	0.373441	1.0316744	0.3234714	0.52432317	1	5766	"tags=33%, list=26%, signal=45%"
G PROTEIN-COUPLED PEPTIDE RECEPTOR ACTIVITY	G PROTEIN-COUPLED PEPTIDE RECEPTOR ACTIVITY	34	0.3003196	1.0313715	0.4107143	0.5244453	1	1828	"tags=15%, list=8%, signal=16%"
RESPONSE TO HORMONE	RESPONSE TO HORMONE	63	0.28710786	1.0312595	0.4827586	0.5242791	1	4539	"tags=29%, list=21%, signal=36%"
POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY	POSITIVE REGULATION OF PROTEIN KINASE ACTIVITY	62	0.24982125	1.0306815	0.4215886	0.52498144	1	3508	"tags=19%, list=16%, signal=23%"
BICELLULAR TIGHT JUNCTION	BICELLULAR TIGHT JUNCTION	114	0.2652477	1.0302728	0.39250493	0.5255677	1	4079	"tags=21%, list=19%, signal=26%"
PROTEIN LOCALIZATION TO GOLGI APPARATUS	PROTEIN LOCALIZATION TO GOLGI APPARATUS	20	0.30956814	1.0301473	0.20210527	0.5254628	1	192	"tags=5%, list=1%, signal=5%"
PHOSPHATIDYLINOSITOL PHOSPHORYLATION	PHOSPHATIDYLINOSITOL PHOSPHORYLATION	48	0.20249642	1.0300766	0.47975707	0.5252133	1	2874	"tags=10%, list=13%, signal=12%"
POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION	POSITIVE REGULATION OF EPITHELIAL CELL MIGRATION	35	0.3012212	1.029285	0.3097166	0.52633256	1	3081	"tags=23%, list=14%, signal=27%"
CELLULAR PROTEIN CATABOLIC PROCESS	CELLULAR PROTEIN CATABOLIC PROCESS	15	0.31736267	1.0285293	0.2846154	0.5275289	1	1191	"tags=13%, list=5%, signal=14%"
GLUTATHIONE BINDING	GLUTATHIONE BINDING	17	0.31818905	1.027725	0.3110687	0.52821183	1	6437	"tags=35%, list=29%, signal=50%"
PROTEIN KINASE INHIBITOR ACTIVITY	PROTEIN KINASE INHIBITOR ACTIVITY	27	0.20230378	1.025925	0.38715953	0.53106344	1	4962	"tags=22%, list=23%, signal=29%"
CELL CORTEX REGION	CELL CORTEX REGION	16	0.27974552	1.0251778	0.38085938	0.5316115	1	1795	"tags=13%, list=8%, signal=14%"
LIPID DROPLET ORGANIZATION	LIPID DROPLET ORGANIZATION	16	0.24736872	1.0246366	0.3752495	0.5324603	1	5828	"tags=31%, list=27%, signal=43%"
RESPONSE TO PHEROMONE	RESPONSE TO PHEROMONE	74	0.41630882	1.0241482	0.46450305	0.5328557	1	8496	"tags=61%, list=39%, signal=99%"
GDP BINDING	GDP BINDING	75	0.2790643	1.0227292	0.41379312	0.53474426	1	2026	"tags=11%, list=9%, signal=12%"
CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS	CELL MIGRATION INVOLVED IN SPROUTING ANGIOGENESIS	19	0.33605453	1.0226458	0.49591836	0.5344607	1	5107	"tags=37%, list=23%, signal=48%"
ADULT HEART DEVELOPMENT	ADULT HEART DEVELOPMENT	15	0.37471032	1.0214269	0.32480314	0.5358016	1	4754	"tags=33%, list=22%, signal=43%"
MITOCHONDRIAL MEMBRANE	MITOCHONDRIAL MEMBRANE	149	0.22368489	1.0212299	0.39553753	0.53571516	1	4281	"tags=17%, list=20%, signal=21%"
TRANSCRIPTION COACTIVATOR ACTIVITY	TRANSCRIPTION COACTIVATOR ACTIVITY	215	0.17088537	1.0211598	0.29958677	0.5353544	1	4851	"tags=18%, list=22%, signal=23%"
RESPONSE TO AUDITORY STIMULUS	RESPONSE TO AUDITORY STIMULUS	15	0.3315427	1.0210125	0.39227644	0.535308	1	1741	"tags=13%, list=8%, signal=14%"
POSITIVE REGULATION OF TRIGLYCERIDE BIOSYNTHETIC PROCESS	POSITIVE REGULATION OF TRIGLYCERIDE BIOSYNTHETIC PROCESS	15	0.33147135	1.0207088	0.38493723	0.53534466	1	3352	"tags=27%, list=15%, signal=31%"
PEPTIDYL-TYROSINE DEPHOSPHORYLATION	PEPTIDYL-TYROSINE DEPHOSPHORYLATION	93	0.20306121	1.02006	0.30208334	0.53629774	1	3310	"tags=14%, list=15%, signal=16%"
HISTONE ACETYLATION	HISTONE ACETYLATION	47	0.19098128	1.0190847	0.48418972	0.5377861	1	3414	"tags=13%, list=16%, signal=15%"
BILE ACID AND BILE SALT TRANSPORT	BILE ACID AND BILE SALT TRANSPORT	23	0.43695754	1.0189074	0.6102362	0.5377746	1	4701	"tags=43%, list=22%, signal=55%"
REGULATION OF ACTIN FILAMENT POLYMERIZATION	REGULATION OF ACTIN FILAMENT POLYMERIZATION	34	0.2831882	1.0188874	0.27530363	0.5375112	1	3047	"tags=15%, list=14%, signal=17%"
CELLULAR RESPONSE TO GLUCOCORTICOID STIMULUS	CELLULAR RESPONSE TO GLUCOCORTICOID STIMULUS	23	0.31719223	1.0182499	0.49387756	0.5385234	1	4675	"tags=35%, list=21%, signal=44%"
Z DISC	Z DISC	136	0.23378363	1.0171068	0.3857143	0.5400232	1	4288	"tags=23%, list=20%, signal=28%"
E-BOX BINDING	E-BOX BINDING	43	0.2845573	1.0167187	0.4831014	0.5401729	1	5991	"tags=35%, list=27%, signal=48%"
SOMATIC STEM CELL POPULATION MAINTENANCE	SOMATIC STEM CELL POPULATION MAINTENANCE	39	0.29057923	1.015872	0.46351084	0.5412754	1	4891	"tags=28%, list=22%, signal=36%"
RESPONSE TO REACTIVE OXYGEN SPECIES	RESPONSE TO REACTIVE OXYGEN SPECIES	19	0.29435882	1.0154053	0.29690722	0.5420403	1	6402	"tags=47%, list=29%, signal=67%"
SKELETAL MUSCLE FIBER DEVELOPMENT	SKELETAL MUSCLE FIBER DEVELOPMENT	23	0.2698387	1.0140513	0.52138495	0.5439868	1	6445	"tags=39%, list=30%, signal=55%"
REGULATION OF CELL SIZE	REGULATION OF CELL SIZE	25	0.27743	1.0128704	0.3006263	0.5463252	1	4181	"tags=24%, list=19%, signal=30%"
PIGMENTATION	PIGMENTATION	40	0.23578751	1.0117353	0.2938856	0.5480221	1	2854	"tags=15%, list=13%, signal=17%"
REGULATION OF GLUCOSE METABOLIC PROCESS	REGULATION OF GLUCOSE METABOLIC PROCESS	25	0.38191107	1.0115064	0.469428	0.54795355	1	6785	"tags=44%, list=31%, signal=64%"
DNA-DEPENDENT ATPASE ACTIVITY	DNA-DEPENDENT ATPASE ACTIVITY	38	0.19755955	1.0113577	0.5839844	0.5478998	1	7168	"tags=29%, list=33%, signal=43%"
DEFINITIVE HEMOPOIESIS	DEFINITIVE HEMOPOIESIS	16	0.41761056	1.0105233	0.41095892	0.54888827	1	7816	"tags=56%, list=36%, signal=88%"
RESPONSE TO STEROID HORMONE	RESPONSE TO STEROID HORMONE	35	0.2845986	1.0096682	0.39250493	0.5497047	1	3763	"tags=20%, list=17%, signal=24%"
BLOOD VESSEL REMODELING	BLOOD VESSEL REMODELING	36	0.3542824	1.0086396	0.3001988	0.5507923	1	3502	"tags=22%, list=16%, signal=26%"
CELL MORPHOGENESIS	CELL MORPHOGENESIS	91	0.24176694	1.0086287	0.47933885	0.5504252	1	4537	"tags=22%, list=21%, signal=28%"
CELL MIGRATION	CELL MIGRATION	232	0.25789067	1.0083188	0.30208334	0.5505705	1	3531	"tags=21%, list=16%, signal=25%"
"PRERIBOSOME, LARGE SUBUNIT PRECURSOR"	"PRERIBOSOME, LARGE SUBUNIT PRECURSOR"	24	0.32046902	1.0076818	0.29813665	0.551288	1	10280	"tags=67%, list=47%, signal=126%"
ZINC ION TRANSMEMBRANE TRANSPORTER ACTIVITY	ZINC ION TRANSMEMBRANE TRANSPORTER ACTIVITY	21	0.25531885	1.006763	0.52286285	0.5527313	1	4655	"tags=24%, list=21%, signal=30%"
MRNA TRANSPORT	MRNA TRANSPORT	92	0.1454568	1.0067229	0.39501038	0.55244535	1	5946	"tags=18%, list=27%, signal=25%"
NEURAL TUBE FORMATION	NEURAL TUBE FORMATION	18	0.26534712	1.0065331	0.30833334	0.55227625	1	526	"tags=6%, list=2%, signal=6%"
ENDODERM DEVELOPMENT	ENDODERM DEVELOPMENT	39	0.31946176	1.0064269	0.42998028	0.55201936	1	5761	"tags=28%, list=26%, signal=38%"
UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS	262	0.15846029	1.0061051	0.29674795	0.5523602	1	5063	"tags=15%, list=23%, signal=20%"
LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR BINDING	LOW-DENSITY LIPOPROTEIN PARTICLE RECEPTOR BINDING	24	0.28281933	1.0060661	0.40725806	0.5521967	1	4308	"tags=25%, list=20%, signal=31%"
OOCYTE MATURATION	OOCYTE MATURATION	21	0.2913508	1.0058979	0.4372549	0.5522618	1	4983	"tags=29%, list=23%, signal=37%"
ENDOPLASMIC RETICULUM EXIT SITE	ENDOPLASMIC RETICULUM EXIT SITE	16	0.36587596	1.0036169	0.46855983	0.5550845	1	9538	"tags=63%, list=44%, signal=111%"
GTP-DEPENDENT PROTEIN BINDING	GTP-DEPENDENT PROTEIN BINDING	26	0.30825952	1.0033423	0.39756593	0.55519176	1	531	"tags=8%, list=2%, signal=8%"
NUCLEAR CHROMOSOME	NUCLEAR CHROMOSOME	27	0.37700966	1.0024865	0.43392506	0.55678695	1	4824	"tags=33%, list=22%, signal=43%"
RAB PROTEIN SIGNAL TRANSDUCTION	RAB PROTEIN SIGNAL TRANSDUCTION	59	0.26534185	1.002486	0.50715744	0.55641925	1	2560	"tags=14%, list=12%, signal=15%"
POST-ANAL TAIL MORPHOGENESIS	POST-ANAL TAIL MORPHOGENESIS	19	0.35038838	1.0019449	0.49591836	0.55716926	1	2370	"tags=21%, list=11%, signal=24%"
PROTEIN HETEROTETRAMERIZATION	PROTEIN HETEROTETRAMERIZATION	24	0.29382795	1.0016879	0.37278107	0.5571967	1	3178	"tags=17%, list=15%, signal=19%"
PHOSPHATIDYLINOSITOL METABOLIC PROCESS	PHOSPHATIDYLINOSITOL METABOLIC PROCESS	23	0.26453742	1.0009657	0.2874494	0.5580295	1	1872	"tags=13%, list=9%, signal=14%"
OVARIAN FOLLICLE DEVELOPMENT	OVARIAN FOLLICLE DEVELOPMENT	53	0.21717104	1.0006653	0.41538462	0.55817336	1	6814	"tags=38%, list=31%, signal=55%"
VESICLE	VESICLE	134	0.23673427	0.99964976	0.48125	0.5594951	1	4308	"tags=24%, list=20%, signal=30%"
POSITIVE REGULATION OF CARTILAGE DEVELOPMENT	POSITIVE REGULATION OF CARTILAGE DEVELOPMENT	16	0.4070207	0.9988812	0.59566075	0.56038254	1	5204	"tags=44%, list=24%, signal=57%"
MELANOSOME TRANSPORT	MELANOSOME TRANSPORT	16	0.3008105	0.99780077	0.39350912	0.56206024	1	2209	"tags=19%, list=10%, signal=21%"
FATTY ACID HOMEOSTASIS	FATTY ACID HOMEOSTASIS	15	0.31093842	0.9975725	0.5137795	0.5621163	1	6925	"tags=47%, list=32%, signal=68%"
POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS	POSITIVE REGULATION OF PROTEIN CATABOLIC PROCESS	71	0.20356715	0.99737245	0.29959515	0.56193066	1	3735	"tags=15%, list=17%, signal=19%"
FIBRONECTIN BINDING	FIBRONECTIN BINDING	29	0.4499367	0.99716127	0.5009862	0.5619423	1	3659	"tags=28%, list=17%, signal=33%"
NEGATIVE REGULATION OF GLUCOSE IMPORT	NEGATIVE REGULATION OF GLUCOSE IMPORT	17	0.28664848	0.99694914	0.28656125	0.5619137	1	2911	"tags=18%, list=13%, signal=20%"
DETECTION OF TEMPERATURE STIMULUS INVOLVED IN SENSORY PERCEPTION OF PAIN	DETECTION OF TEMPERATURE STIMULUS INVOLVED IN SENSORY PERCEPTION OF PAIN	20	0.28905004	0.99493206	0.4032258	0.56461513	1	2611	"tags=20%, list=12%, signal=23%"
UNFOLDED PROTEIN BINDING	UNFOLDED PROTEIN BINDING	94	0.20739442	0.9947986	0.2857143	0.5643252	1	7090	"tags=28%, list=32%, signal=41%"
EXTRACELLULAR MATRIX DISASSEMBLY	EXTRACELLULAR MATRIX DISASSEMBLY	16	0.3666658	0.9934705	0.42406312	0.5661711	1	5616	"tags=38%, list=26%, signal=50%"
MITOCHONDRION ORGANIZATION	MITOCHONDRION ORGANIZATION	81	0.20233758	0.9928918	0.5091278	0.56674725	1	1814	"tags=7%, list=8%, signal=8%"
